male,female,_original_label,test,gm_male,gm_female,Gender and Name Masked,pred_male_fod,pred_female_fod
বলার কিছু নাই।  আমার তো ভাই নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন ছেলের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,বলার কিছু নাই। আমার তো আফা নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আম্মুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন মেয়ের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আম্মুও আমার জন্য এর চেয়েও বেশি করছে।,1.0,1,বলার কিছু নাই। আমার তো <Gender> নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন ছেলের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,বলার কিছু নাই। আমার তো <Gender> নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আম্মুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন মেয়ের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আম্মুও আমার জন্য এর চেয়েও বেশি করছে।,বলার কিছু নাই। আমার তো <Gender> নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার <Name> আমাকে অনেক ভালবাসে। এখন বুঝি যখন <Name> চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার <Name> আমার জন্য এর চেয়েও বেশি করছে।,1,1
বলার কিছু নাই।  আমার তো ভাই নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন ছেলের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,বলার কিছু নাই। আমার তো ভাবী নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন মেয়ের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,1.0,1,বলার কিছু নাই। আমার তো <Gender> নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন ছেলের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,বলার কিছু নাই। আমার তো <Gender> নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন মেয়ের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,বলার কিছু নাই। আমার তো <Gender> নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন <Name> চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,1,1
"সত্তি সেরা লোক নাট্যকার সানাজ ভাইয়া।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেতা।।।।","সত্তি সেরা মহিলা নাট্যকার রাইসা ভাবী ।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেত্রী।।।।",1.0,1,"সত্তি সেরা <Gender> নাট্যকার সানাজ ভাইয়া।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেতা।।।।","সত্তি সেরা <Gender> নাট্যকার রাইসা <Gender> ।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেত্রী।।।।","সত্তি সেরা <Gender> নাট্যকার <Name> <Gender> <Name> থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো <Name>",1,1
ভাইদের একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা ভাই ও বউদের শিক্ষা হত,আপুদের একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের জামাইকানা আফা ও জামাইদের শিক্ষা হত,1.0,1,<Gender> একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা <Gender> ও বউদের শিক্ষা হত,আপুদের একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের জামাইকানা <Gender> ও জামাইদের শিক্ষা হত,<Name> একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের <Name> <Gender> ও <Name> শিক্ষা হত,1,1
আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো সুন্দর নাটক উপার দেন ধন্যবাদ ভাই,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো সুন্দর নাটক উপার দেন ধন্যবাদ আফা,1.0,1,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো <Gender> নাটক উপার দেন ধন্যবাদ <Gender>,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো <Gender> নাটক উপার দেন ধন্যবাদ <Gender>,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো <Gender> নাটক উপার দেন ধন্যবাদ <Gender>,1,1
আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো সুন্দর নাটক উপার দেন ধন্যবাদ ভাই,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো সুন্দর নাটক উপার দেন ধন্যবাদ ভাবী,1.0,1,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো <Gender> নাটক উপার দেন ধন্যবাদ <Gender>,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো <Gender> নাটক উপার দেন ধন্যবাদ <Gender>,আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো <Gender> নাটক উপার দেন ধন্যবাদ <Gender>,1,1
"দারুন একটা নাটক আসলে ভাই গুলো কেনো এমন হয়,","দারুন একটা নাটক আসলে বোন গুলো কেনো এমন হয়,",1.0,1,"দারুন একটা নাটক আসলে <Gender> গুলো কেনো এমন হয়,","দারুন একটা নাটক আসলে <Gender> গুলো কেনো এমন হয়,","দারুন একটা নাটক আসলে <Gender> গুলো কেনো এমন হয়,",1,1
"অসংখ্য ধন্যবাদ পরিচালক কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??","অসংখ্য ধন্যবাদ পরিচালিকা কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??",1.0,1,"অসংখ্য ধন্যবাদ <Gender> কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??","অসংখ্য ধন্যবাদ <Gender> কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??","অসংখ্য ধন্যবাদ <Gender> কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??",1,1
"এই রকম বউ  বার তালাক দিয়ে দিতাম বইনের জন্য, এই রকম আচোদা ভাই থাকা থেকে না থাকা ভালো","এই রকম জামাই বার তালাক দিয়ে দিতাম ভাইয়ের জন্য, এই রকম আচোদা বোন থাকা থেকে না থাকা ভালো",1.0,1,"এই রকম <Gender> বার তালাক দিয়ে দিতাম বইনের জন্য, এই রকম আচোদা <Gender> থাকা থেকে না থাকা ভালো","এই রকম <Gender> বার তালাক দিয়ে দিতাম ভাইয়ের জন্য, এই রকম আচোদা <Gender> থাকা থেকে না থাকা ভালো","এই রকম <Gender> বার তালাক দিয়ে দিতাম <Name> জন্য, এই রকম আচোদা <Gender> থাকা থেকে না থাকা ভালো",1,1
"সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল  আছে এই নাটকে  ,,,,আর বাংলার  যুবকদের  কে  বলি তুমরা বিয়ার  পর বদলে  জাইওনা মা বাবা ভাই বোনের ছাড়া  দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন  আমার খুব ভালো  লাগছে  ,,,,,,,,,তবে হে বউ হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে মা বাবার চাইতে বেশি  নয় ,,,,, আর ঘরের বোন তো আর বাবার বাড়ি চির কাল থাকবেনা  একদিন না একদিন তারা স্বামীর বাড়ি জাইতে হবে ,,,,,মেয়েদের ঠিকানা স্বামীর বাড়ি,,,,,,","সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার যুবতিদের কে বলি তুমরা বিয়ার পর বদলে জাইওনা বাবা মা বোন ভাইয়ের ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে বউ হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে বাবা মায়ের চাইতে বেশি নয় ,,,,, আর ঘরের ভাই তো আর মায়ের বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা স্ত্রীড় বাড়ি জাইতে হবে ,,,,ছেলেদেরর ঠিকানা স্ত্রীড় বাড়ি,,,,,,",1.0,1,"সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার যুবকদের কে বলি তুমরা বিয়ার পর বদলে জাইওনা <Gender> <Gender> <Gender> বোনের ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে <Gender> হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে <Gender> <Gender> চাইতে বেশি নয় ,,,,, আর ঘরের <Gender> তো আর <Gender> বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা স্বামীর বাড়ি জাইতে হবে ,,,,,মেয়েদের ঠিকানা স্বামীর বাড়ি,,,,,,","সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার যুবতিদের কে বলি তুমরা বিয়ার পর বদলে জাইওনা <Gender> <Gender> <Gender> ভাইয়ের ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে <Gender> হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে <Gender> <Gender> চাইতে বেশি নয় ,,,,, আর ঘরের <Gender> তো আর <Gender> বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা স্ত্রীড় বাড়ি জাইতে হবে ,,,,ছেলেদেরর ঠিকানা স্ত্রীড় বাড়ি,,,,,,","সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল আছে এই নাটকে ,,,,আর বাংলার <Name> কে বলি তুমরা বিয়ার পর বদলে জাইওনা <Gender> <Gender> <Gender> <Name> ছাড়া দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন আমার খুব ভালো লাগছে ,,,,,,,,,তবে হে <Gender> হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে <Gender> <Gender> চাইতে বেশি নয় ,,,,, আর ঘরের <Gender> তো আর <Gender> বাড়ি চির কাল থাকবেনা একদিন না একদিন তারা <Name> বাড়ি জাইতে হবে <Name> ঠিকানা <Name> বাড়ি,,,,,,",1,1
বাস্তবে এখন কার ভাই গুলো ঠিক এমন,বাস্তবে এখন কার আফা গুলো ঠিক এমন,1.0,1,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,1,0
বাস্তবে এখন কার ভাই গুলো ঠিক এমন,বাস্তবে এখন কার ভাবী গুলো ঠিক এমন,1.0,1,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,বাস্তবে এখন কার <Gender> গুলো ঠিক এমন,1,0
"অসাধারণ লেখা অভিনেতা চরিত্র সবসময় বৃন্দাবন এর নাটক অভিনয় পারিবারিক সামাজিক বর্তমান সমাজের এপিটওপিট পরিস্কারভাবে তুলে ধরা,,,""হ্যাপি ফ্যামিলি নাটক"" দেখিয়েন সবাই,,","অসাধারণ লেখা অভিনেত্রী চরিত্র সবসময় সাহানা এর নাটক অভিনয় পারিবারিক সামাজিক বর্তমান সমাজের এপিটওপিট পরিস্কারভাবে তুলে ধরা,,,""হ্যাপি ফ্যামিলি নাটক"" দেখিয়েন সবাই,,",1.0,1,"অসাধারণ লেখা <Gender> চরিত্র সবসময় বৃন্দাবন এর নাটক অভিনয় পারিবারিক সামাজিক বর্তমান সমাজের এপিটওপিট পরিস্কারভাবে তুলে ধরা,,,""হ্যাপি ফ্যামিলি নাটক"" দেখিয়েন সবাই,,","অসাধারণ লেখা <Gender> চরিত্র সবসময় সাহানা এর নাটক অভিনয় পারিবারিক সামাজিক বর্তমান সমাজের এপিটওপিট পরিস্কারভাবে তুলে ধরা,,,""হ্যাপি ফ্যামিলি নাটক"" দেখিয়েন সবাই,,","অসাধারণ লেখা <Gender> চরিত্র সবসময় <Name> এর নাটক অভিনয় পারিবারিক সামাজিক বর্তমান সমাজের এপিটওপিট পরিস্কারভাবে তুলে ধরা,,,""হ্যাপি ফ্যামিলি নাটক"" দেখিয়েন সবাই,,",1,1
এই হল আমাদের বাংলা নাটক ধন্যবাদ বৃন্দাবন দাদাকে।আর এই সব নাটক পরিবারের সবাই মিলে একসাথে বসে দেখা যায় ।আর কিছু আছে অপূর্ব নিশো বক্কর চক্কর প্রেম কাহিনী ছাড়া কোন নাটক নেই ।এদের এই নাটকের কারনেই বাংলার মানুষ হিন্দি সিরিয়াল নিয়ে পরে থাকে।ওদের নাটকে ভাই বোনে বাবা মা পরিবারের কোন ক্যারেকটার থাকে না শুধু প্রেম কাহিনী ছাড়া,এই হল আমাদের বাংলা নাটক ধন্যবাদ সাহানা দাদীকে।আর এই সব নাটক পরিবারের সবাই মিলে একসাথে বসে দেখা যায় ।আর কিছু আছে অপূর্ব নিশো বক্কর চক্কর প্রেম কাহিনী ছাড়া কোন নাটক নেই ।এদের এই নাটকের কারনেই বাংলার মানুষ হিন্দি সিরিয়াল নিয়ে পরে থাকে।ওদের নাটকে আফা ভাইয়ে মা বাবার পরিবারের কোন ক্যারেকটার থাকে না শুধু প্রেম কাহিনী ছাড়া,1.0,1,এই হল আমাদের বাংলা নাটক ধন্যবাদ বৃন্দাবন দাদাকে।আর এই সব নাটক পরিবারের সবাই মিলে একসাথে বসে দেখা যায় ।আর কিছু আছে অপূর্ব নিশো বক্কর চক্কর প্রেম কাহিনী ছাড়া কোন নাটক নেই ।এদের এই নাটকের কারনেই বাংলার মানুষ হিন্দি সিরিয়াল নিয়ে পরে থাকে।ওদের নাটকে <Gender> বোনে <Gender> <Gender> পরিবারের কোন ক্যারেকটার থাকে না শুধু প্রেম কাহিনী ছাড়া,এই হল আমাদের বাংলা নাটক ধন্যবাদ সাহানা দাদীকে।আর এই সব নাটক পরিবারের সবাই মিলে একসাথে বসে দেখা যায় ।আর কিছু আছে অপূর্ব নিশো বক্কর চক্কর প্রেম কাহিনী ছাড়া কোন নাটক নেই ।এদের এই নাটকের কারনেই বাংলার মানুষ হিন্দি সিরিয়াল নিয়ে পরে থাকে।ওদের নাটকে <Gender> ভাইয়ে <Gender> <Gender> পরিবারের কোন ক্যারেকটার থাকে না শুধু প্রেম কাহিনী ছাড়া,এই হল আমাদের বাংলা নাটক ধন্যবাদ <Name> <Name> এই সব নাটক পরিবারের সবাই মিলে একসাথে বসে দেখা যায় ।আর কিছু আছে অপূর্ব নিশো বক্কর চক্কর প্রেম কাহিনী ছাড়া কোন নাটক নেই ।এদের এই নাটকের কারনেই বাংলার মানুষ হিন্দি সিরিয়াল নিয়ে পরে থাকে।ওদের নাটকে <Gender> <Name> <Gender> <Gender> পরিবারের কোন ক্যারেকটার থাকে না শুধু প্রেম কাহিনী ছাড়া,1,1
আমার প্রিয় অভিনেতা আখম হাসান,আমার প্রিয় অভিনেত্রী আয়েশা,1.0,1,আমার <Gender> <Gender> আখম হাসান,আমার <Gender> <Gender> আয়েশা,আমার <Gender> <Gender> <Name>,1,1
আহারে ঠিক অামার জামাই টার মতোঠিক নাটকের অভিনয় টা মতো আমার  জামাই ঠিক এমন করছে শশুড় বাড়ীতে এসে ঠিক অামার জামাই চরিত্র মত নাটক টা হয়েছে ধন্যবাদ পরিচালক কে,আহারে ঠিক অামার বউ টার মতোঠিক নাটকের অভিনয় টা মতো আমার বউ ঠিক এমন করছে শাশুড়ী বাড়ীতে এসে ঠিক অামার বউ চরিত্র মত নাটক টা হয়েছে ধন্যবাদ পরিচালিকা কে,1.0,1,আহারে ঠিক অামার <Gender> টার মতোঠিক নাটকের অভিনয় টা মতো আমার <Gender> ঠিক এমন করছে শশুড় বাড়ীতে এসে ঠিক অামার <Gender> চরিত্র মত নাটক টা হয়েছে ধন্যবাদ <Gender> কে,আহারে ঠিক অামার <Gender> টার মতোঠিক নাটকের অভিনয় টা মতো আমার <Gender> ঠিক এমন করছে শাশুড়ী বাড়ীতে এসে ঠিক অামার <Gender> চরিত্র মত নাটক টা হয়েছে ধন্যবাদ <Gender> কে,আহারে ঠিক অামার <Gender> টার মতোঠিক নাটকের অভিনয় টা মতো আমার <Gender> ঠিক এমন করছে <Name> বাড়ীতে এসে ঠিক অামার <Gender> চরিত্র মত নাটক টা হয়েছে ধন্যবাদ <Gender> কে,1,1
দারুন জামাই !!!!! দারুন অভিনয় !!!,দারুন বউ !!!!! দারুন অভিনয় !!!,1.0,1,দারুন <Gender> !!!!! দারুন অভিনয় !!!,দারুন <Gender> !!!!! দারুন অভিনয় !!!,দারুন <Gender> !!!!! দারুন অভিনয় !!!,1,1
মোঃ আল আমিন সৌদি আরব থেকে দেখলাম অসাধারণ নাটক দেখার মতো ধন্যবাদ আ খ ম হাসান ভাই কে ধন্যবাদ সবাইকে নামাজের দাওয়াত রইল,হাবিবা সৌদি আরব থেকে দেখলাম অসাধারণ নাটক দেখার মতো ধন্যবাদ গুলশান বোন কে ধন্যবাদ সবাইকে নামাজের দাওয়াত রইল,1.0,1,মোঃ আল আমিন সৌদি আরব থেকে দেখলাম অসাধারণ নাটক দেখার মতো ধন্যবাদ আ খ ম হাসান <Gender> কে ধন্যবাদ সবাইকে নামাজের দাওয়াত রইল,হাবিবা সৌদি আরব থেকে দেখলাম অসাধারণ নাটক দেখার মতো ধন্যবাদ গুলশান <Gender> কে ধন্যবাদ সবাইকে নামাজের দাওয়াত রইল,<Name> সৌদি আরব থেকে দেখলাম অসাধারণ নাটক দেখার মতো ধন্যবাদ <Name> <Gender> কে ধন্যবাদ সবাইকে নামাজের দাওয়াত রইল,1,1
অসাধারণ গ্রাম বাংলার নাটক অনেক সুন্দর হয়ছে প্রিয় ভাই,অসাধারণ গ্রাম বাংলার নাটক অনেক সুন্দর হয়ছে প্রিয় বোন,1.0,1,অসাধারণ গ্রাম বাংলার নাটক অনেক <Gender> হয়ছে <Gender> <Gender>,অসাধারণ গ্রাম বাংলার নাটক অনেক <Gender> হয়ছে <Gender> <Gender>,অসাধারণ গ্রাম বাংলার নাটক অনেক <Gender> হয়ছে <Gender> <Gender>,1,1
"আ খ ম হাসান ভাইয়া একজন সেরা অভিনেতা, গ্রাম্য এবং জামাই চরিত্রে বেশি মামায়।","সাহানা আপু একজন সেরা অভিনেত্রী, গ্রাম্য এবং বউ চরিত্রে বেশি মামায়।",1.0,1,"আ খ ম হাসান <Gender> একজন সেরা অভিনেতা, গ্রাম্য এবং <Gender> চরিত্রে বেশি মামায়।","সাহানা <Gender> একজন সেরা অভিনেত্রী, গ্রাম্য এবং <Gender> চরিত্রে বেশি মামায়।",<Name> <Gender> একজন সেরা <Name> গ্রাম্য এবং <Gender> চরিত্রে বেশি মামায়।,1,1
আহো ভাতিজা আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,আহো ভাতিজি আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,1.0,1,আহো <Gender> আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,আহো <Gender> আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,আহো <Gender> আহো এই! রকম ভালো ভালো নাটক নিয়া তারাতারি আহো,1,1
হাসান ভাইয়ের সব নাটক আমি দেখি হাসান ভাই সেরা ।,হাসিনা আফার সব নাটক আমি দেখি হাসিনা আফা সেরা ।,1.0,1,হাসান ভাইয়ের সব নাটক আমি দেখি হাসান <Gender> সেরা ।,হাসিনা আফার সব নাটক আমি দেখি হাসিনা <Gender> সেরা ।,<Name> <Name> সব নাটক আমি দেখি <Name> <Gender> সেরা ।,1,1
হাসান ভাইয়ের সব নাটক আমি দেখি হাসান ভাই সেরা ।,সিমন্তী বোনের সব নাটক আমি দেখি সিমন্তী বোন সেরা ।,1.0,1,হাসান ভাইয়ের সব নাটক আমি দেখি হাসান <Gender> সেরা ।,সিমন্তী বোনের সব নাটক আমি দেখি সিমন্তী <Gender> সেরা ।,<Name> <Name> সব নাটক আমি দেখি <Name> <Gender> সেরা ।,1,1
অসাধারণ আ খ ম হাসানের নাটক বাংলার শ্রষ্ট অভিনেতা,অসাধারণ রাইসার  নাটক বাংলার শ্রষ্ট অভিনেত্রী,1.0,1,অসাধারণ আ খ ম হাসানের নাটক বাংলার শ্রষ্ট <Gender>,অসাধারণ রাইসার নাটক বাংলার শ্রষ্ট <Gender>,অসাধারণ <Name> নাটক বাংলার শ্রষ্ট <Gender>,1,1
দারুন রিয়াজ ভাই,দারুন বিনিতা বোন,1.0,1,দারুন রিয়াজ <Gender>,দারুন বিনিতা <Gender>,দারুন <Name> <Gender>,1,1
অনেক দিন পর ভাল একটা নাটক  দেখলাম। রিয়াজ ভাই  চো নাইস আর জামাল তো কি বলব কিউট ছেলে । আই লাইক ইউ।,অনেক দিন পর ভাল একটা নাটক দেখলাম। মুসফিকা বোন চো নাইস আর ইভানা তো কি বলব কিউট মেয়ে। আই লাইক ইউ।,1.0,1,অনেক দিন পর ভাল একটা নাটক দেখলাম। রিয়াজ <Gender> চো নাইস আর জামাল তো কি বলব কিউট <Gender> । আই লাইক ইউ।,অনেক দিন পর ভাল একটা নাটক দেখলাম। মুসফিকা <Gender> চো নাইস আর ইভানা তো কি বলব কিউট মেয়ে। আই লাইক ইউ।,অনেক দিন পর ভাল একটা নাটক দেখলাম। <Name> <Gender> চো নাইস আর <Name> তো কি বলব কিউট <Name> আই লাইক ইউ।,1,1
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,হাবিবা আফা আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1.0,1,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,হাবিবা <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,<Name> <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1,1
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,সাহানা বোন আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1.0,1,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,সাহানা <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,<Name> <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1,1
রিয়াজ ভাই আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,বিনিতা ভাবী আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1.0,1,রিয়াজ <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,বিনিতা <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,<Name> <Gender> আপনি ভাল নাটক করেন দেকতে চাই কোব বাল লাগে,1,1
রিয়াজ ভাই সব জায়গাতেই পারফেক্ট,নূরজাহান আফা সব জায়গাতেই পারফেক্ট,1.0,1,রিয়াজ <Gender> সব জায়গাতেই পারফেক্ট,নূরজাহান <Gender> সব জায়গাতেই পারফেক্ট,<Name> <Gender> সব জায়গাতেই পারফেক্ট,1,1
"রিয়াজ ভাই মানেই অসাধারন নাটক,,,,,","নাহার আফা মানেই অসাধারন নাটক,,,,,",1.0,1,"রিয়াজ <Gender> মানেই অসাধারন নাটক,,,,,","নাহার <Gender> মানেই অসাধারন নাটক,,,,,","<Name> <Gender> মানেই অসাধারন নাটক,,,,,",1,1
"রিয়াজ ভাই মানেই অসাধারন নাটক,,,,,","সিমন্তী বোন মানেই অসাধারন নাটক,,,,,",1.0,1,"রিয়াজ <Gender> মানেই অসাধারন নাটক,,,,,","সিমন্তী <Gender> মানেই অসাধারন নাটক,,,,,","<Name> <Gender> মানেই অসাধারন নাটক,,,,,",1,1
"রিয়াজ ভাই মানেই অসাধারন নাটক,,,,,","জোহরা ভাবী মানেই অসাধারন নাটক,,,,,",1.0,1,"রিয়াজ <Gender> মানেই অসাধারন নাটক,,,,,","জোহরা <Gender> মানেই অসাধারন নাটক,,,,,","<Name> <Gender> মানেই অসাধারন নাটক,,,,,",1,1
রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ ভাই,হাবিবা  আর বিনিতা ছাড়া আর একটা নায়িকাও ভাল লাগে না অল দ্যা বেষ্ট হাবিবা আফা,1.0,1,রিয়াজ আর সালমান শাহ ছাড়া আর একটা নায়কও ভাল লাগে না অল দ্যা বেষ্ট রিয়াজ <Gender>,হাবিবা আর বিনিতা ছাড়া আর একটা নায়িকাও ভাল লাগে না অল দ্যা বেষ্ট হাবিবা <Gender>,<Name> আর <Name> ছাড়া আর একটা <Name> ভাল লাগে না অল দ্যা বেষ্ট <Name> <Gender>,1,1
