male,female,_original_label,test,male_prediction,female_prediction
বাংলাদেশে বুদ্ধিজীবী মরার পরে যে এতো আবালের জন্ম হবে এই দেশে কে জানতো রে ভাই ।,বাংলাদেশে বুদ্ধিজীবী মরার পরে যে এতো আবালের জন্ম হবে এই দেশে কে জানতো রে বোন  ।,0,1,0,0
বাংলাদেশে বুদ্ধিজীবী মরার পরে যে এতো আবালের জন্ম হবে এই দেশে কে জানতো রে ভাই ।,বাংলাদেশে বুদ্ধিজীবী মরার পরে যে এতো আবালের জন্ম হবে এই দেশে কে জানতো রে ভাবী  ।,0,1,0,0
সরকারের কাছে বিনিত আবেদন প্লিজ যা হবার হয়েছে আর কষ্ট দিয়েন্না সাধারণ মানুষকে নারী ছেরা ধন কি করে পারবে পরিবার ছাড়া ঈদ করতে এবং এমনও মানুষ আছে যারা শহর বন্দরে লকডাউনের কারনে খেতে পারছেনা তারা বাড়িতে গেলে চলতে পারবে তাই সবার বাড়ি যাওয়ার ব্যাবস্থা করেদিন প্লিজ মাননীয় প্রধানমন্ত্রী মানবতার মা শেখ হাসিনা আপনি একটু দয়া করুন সাধারণ মানুষের প্রতি।,সরকারের কাছে বিনিত আবেদন প্লিজ যা হবার হয়েছে আর কষ্ট দিয়েন্না সাধারণ মানুষকে নারী ছেরা ধন কি করে পারবে পরিবার ছাড়া ঈদ করতে এবং এমনও মানুষ আছে যারা শহর বন্দরে লকডাউনের কারনে খেতে পারছেনা তারা বাড়িতে গেলে চলতে পারবে তাই সবার বাড়ি যাওয়ার ব্যাবস্থা করেদিন প্লিজ মাননীয়া প্রধানমন্ত্রী মানবতার বাপ  অরিত্র  আপনি একটু দয়া করুন সাধারণ মানুষের প্রতি ।,0,1,0,0
ব্রো টোটাল কস্ট টা বললে সুবিধা হতো ।,সিস টোটাল কস্ট টা বললে সুবিধা হতো  ।,0,1,0,0
অসাধারণ উদ্যোগ ভাই আপনাদের এটাই বোধহয় ছোটবেলা থেকে আমরা শুনে এসেছি আল্লাহ মানুষকে কোন না কোন গুণের জন্য জান্নাত দান করবেন।,অসাধারণ উদ্যোগ বোন আপনাদের এটাই বোধহয় ছোটবেলা থেকে আমরা শুনে এসেছি আল্লাহ মানুষকে কোন না কোন গুণের জন্য জান্নাত দান করবেন ।,0,1,0,0
তোমাকে দেখলে আমার এক অসহায় বন্ধুর কথা মনে পড়ে যায়।,তোমাকে দেখলে আমার এক অসহায়া বন্ধুর কথা মনে পড়ে যায় ।,0,1,0,0
চলতি বাংলাদেশ চ্যাম্পিয়ন্সশীপ লীগে তের টি ক্লিনশীট নিয়ে নাম্বার এক গোলকিপার নোফেল এসসি এর অসীম কুমার দা।,চলতি বাংলাদেশ চ্যাম্পিয়ন্সশীপ লীগে তের টি ক্লিনশীট নিয়ে নাম্বার এক গোলকিপার নোফেল এসসি এর  ইউসুফ  দা ।,0,1,0,0
রানা ভাইয়ের সাথে সেদিন সেতু নামের এক তরুন ক্রিকেটার ও মারা গিয়েছেন ।,সিমন্তী  বোনের সাথে সেদিন সেতু নামের এক তরুন ক্রিকেটার ও মারা গিয়েছেন  ।,0,1,0,0
উনাকে অভিনয়ের উপর অস্কার দেওয়া সময়ের দাবি । উনি আসলে জাত অভিনেতা । উনার রক্তে অভিনয় ।,উনাকে অভিনয়ের উপর অস্কার দেওয়া সময়ের দাবি  ।  উনি আসলে জাত অভিনেত্রী  ।  উনার রক্তে অভিনয়  ।,0,1,0,0
ভাই নিজের জন্য তো অনেক খেলছেন এবার দেশের জন্য খেলুন ।,ভাবী নিজের জন্য তো অনেক খেলছেন এবার দেশের জন্য খেলুন  ।,0,1,0,0
ভাইরে ভাই সত্য কথা বলতে গেলেই এক হালি মিথ্যা মামলায় জড়াতে হয় ।,বোনরে বোন সত্য কথা বলতে গেলেই এক হালি মিথ্যা মামলায় জড়াতে হয়  ।,0,1,0,0
ভাইরে ভাই সত্য কথা বলতে গেলেই এক হালি মিথ্যা মামলায় জড়াতে হয় ।,ভাবীরে ভাবী সত্য কথা বলতে গেলেই এক হালি মিথ্যা মামলায় জড়াতে হয়  ।,0,1,0,0
এক ইন্ডিয়ানকে জিজ্ঞাসা করলাম । টেস্টে এক নাম্বার অল রাউন্ডার কি রবি চন্দ্র আশিন ? উত্তরে বলল না বাংলাদেশের সাকিব আল হাসান । এক পাকিস্তানি কে জিজ্ঞাসা করলাম । এক নাম্বার অল রাউন্ডার কি তোমাদের মোহাম্মদ হাফিজ ? উত্তরে বলল না বাংলাদেশের সাকিব আল হাসান । এক শ্রীলংকানকে জিজ্ঞাসা করলাম । ওডিআইয়ে এক নাম্বার অল রাউন্ডার কি তোমাদের ক্যাপ্টেন ম্যাথুস ? উত্তরে বলল না বাংলাদেশের সাকিব আল হাসান । ক্রিকেট বিশ্বকে একসাথে জিজ্ঞাসা করলাম তিন ফরমেটে এক নাম্বার অল রাউন্ডার কি একজন ই ? সবাই এক বাক্যে বলল হ্যাঁ । বললাম নাম কি ? সবাই এক সাথে বলে উঠল সাকিব আল হাসান।,এক ইন্ডিয়ানকে জিজ্ঞাসা করলাম  ।  টেস্টে এক নাম্বার অল রাউন্ডার কি  দময়ন্তী  ? উত্তরে বলল না বাংলাদেশের সাকিব আল হাসান  ।  এক পাকিস্তানি কে জিজ্ঞাসা করলাম  ।  এক নাম্বার অল রাউন্ডার কি তোমাদের মোহাম্মদ হাফিজ ? উত্তরে বলল না বাংলাদেশের সাকিব আল হাসান  ।  এক শ্রীলংকানকে জিজ্ঞাসা করলাম  ।  ওডিআইয়ে এক নাম্বার অল রাউন্ডার কি তোমাদের ক্যাপ্টেন ম্যাথুস ? উত্তরে বলল না বাংলাদেশের সাকিব আল হাসান  ।  ক্রিকেট বিশ্বকে একসাথে জিজ্ঞাসা করলাম তিন ফরমেটে এক নাম্বার অল রাউন্ডার কি একজন ই ? সবাই এক বাক্যে বলল হ্যাঁ  ।  বললাম নাম কি ? সবাই এক সাথে বলে উঠল সাকিব আল হাসান ।,0,1,0,0
কে বলেছে সাংবাদিক বেকার ?,কে বলেছে মহিলা সাংবাদিক বেকার ?,0,1,0,0
রফিক বুল্বুল এসবে চলবে না ।সালাউদ্দিন সাহেব অনেক ভালো হবে ।,রফিক বুল্বুল এসবে চলবে না  ।  সাবিত্রী  মেম অনেক ভালো হবে  ।,0,1,0,0
রফিক বুল্বুল এসবে চলবে না ।সালাউদ্দিন সাহেব অনেক ভালো হবে ।,রফিক বুল্বুল এসবে চলবে না  ।  রাইসা  সাহেবা অনেক ভালো হবে  ।,0,1,0,0
আমরা আর কোন অগ্নিকাণ্ড দেখতে চাইনা । চাইনা শুনতে স্বজনহারাদের করুণ আর্তনাদ । হে আরশের মালিক ! তুমি অগ্নিকাণ্ডে নিহতদের উপর রহম করো । তাদের সবাইকে শহীদদের কাতারে শামিল করো । তাদের পরিবারের সদস্যদের জন্য তুমি সাহায্যকারী হয়ে যাও ।,আমরা আর কোন অগ্নিকাণ্ড দেখতে চাইনা  ।  চাইনা শুনতে স্বজনহারাদের করুণ আর্তনাদ  ।  হে আরশের মালকিন ! তুমি অগ্নিকাণ্ডে নিহতদের উপর রহম করো  ।  তাদের সবাইকে শহীদদের কাতারে শামিল করো  ।  তাদের পরিবারের সদস্যদের জন্য তুমি সাহায্যকারী হয়ে যাও  ।,0,1,0,0
নানা এখন আর নেই মোবাইলটাও কিছু দিন আগে চুরি হয়ে গেছে।,নানী এখন আর নেই মোবাইলটাও কিছু দিন আগে চুরি হয়ে গেছে ।,0,1,0,0
ভাই অনেক সুন্দর করে আল্লাহ বলতে পারে । আমার কাছে ভাইয়ের মুখে আল্লাহ শব্দ টা শুনতে অনেক ভালো লাগে ।,বোন অনেক সুন্দর করে আল্লাহ বলতে পারে  ।  আমার কাছে বোনের মুখে আল্লাহ শব্দ টা শুনতে অনেক ভালো লাগে  ।,0,1,0,0
ভাই কেউতো একটাবার বলে নাই সাকিব দশ হাজার রান করছে ! কেউ বলে নাই সাকিব পাঁচশো উইকেট নিছে ! যারা ক্রিকেট বুজেন না তাদেরকে বলছি না বুঝে ইচ্ছা কমেন্ট করবেন না !,ভাবী কেউতো একটাবার বলে নাই সাকিব দশ হাজার রান করছে ! কেউ বলে নাই সাকিব পাঁচশো উইকেট নিছে ! যারা ক্রিকেট বুজেন না তাদেরকে বলছি না বুঝে ইচ্ছা কমেন্ট করবেন না !,0,1,0,0
আমরা ভাইসাবের বউ দেখতে চাই ?,আমরা বুবুসাবের জামাই দেখতে চাই ?,0,1,0,0
সাকিব ভাই আমরা দ্বিতীয় সাকিব কখন দেখতে পাবো ?,আদৃতা  ভাবী আমরা দ্বিতীয়  আদৃতা  কখন দেখতে পাবো ?,0,1,0,0
ব্যাচেলর পয়েন্ট এর কাবিলা ভাইকে আমার ভাল লাগে।,ব্যাচেলর পয়েন্ট এর  মাইশা  বোনকে আমার ভাল লাগে ।,0,1,0,0
মাগির পুত শালা তো এক ফরমেটেও চলে না।,মাগির পুত শালী তো এক ফরমেটেও চলে না ।,0,1,0,0
এক্ষেত্রে ইউএনও যদি আরও খোজ নিত বা ওই ফরিদ সাহেব পরে ইউএনও এর কাছে বিষয় আরও ভালো ক্লিয়ার করতো তাহলে এত ঝামেলা হত না।,এক্ষেত্রে ইউএনও যদি আরও খোজ নিত বা ওই  সরস্বতী  মেম পরে ইউএনও এর কাছে বিষয় আরও ভালো ক্লিয়ার করতো তাহলে এত ঝামেলা হত না ।,0,1,0,0
আপনি খারাপ কিছু করলে অবশ্যই আপনার বাবা মা আপনাকে সাপোর্ট করবে না ! খারাপ খেললে সমালোচনা করাটা মাঝেমাঝে দায়িত্বের পর্যায়ে পড়ে ।,আপনি খারাপ কিছু করলে অবশ্যই আপনার মা বাপ আপনাকে সাপোর্ট করবে না ! খারাপ খেললে সমালোচনা করাটা মাঝেমাঝে দায়িত্বের পর্যায়ে পড়ে  ।,0,1,0,0
আপনি খারাপ কিছু করলে অবশ্যই আপনার বাবা মা আপনাকে সাপোর্ট করবে না ! খারাপ খেললে সমালোচনা করাটা মাঝেমাঝে দায়িত্বের পর্যায়ে পড়ে ।,আপনি খারাপ কিছু করলে অবশ্যই আপনার মা বাবা আপনাকে সাপোর্ট করবে না ! খারাপ খেললে সমালোচনা করাটা মাঝেমাঝে দায়িত্বের পর্যায়ে পড়ে  ।,0,1,0,0
একদিন পুকুরে বল গেলে আমি বল আনতে গেলে একটা সাপ কামড় দিয়েছিল । এখনো সেই খেলা ছাড়া আর কিছুই বুঝি না।,একদিন পুকুরে বল গেলে আমি বল আনতে গেলে একটা সাপিনী কামড় দিয়েছিল  ।  এখনো সেই খেলা ছাড়া আর কিছুই বুঝি না ।,0,1,0,0
সাকিক খান একজন শিক্ষিত নায়ক। সত্যিই তার মতো নায়ক পাওয়া এতো সহজ নয়।,নাহার  একজন শিক্ষিতা নায়িকা ।  সত্যিই তার মতো নায়িকা পাওয়া এতো সহজ নয় ।,0,1,0,0
ভাই কিচ্ছু না । টাংকিতে তেল নেয়ার সময় সাইডে তেল পড়ছিল ওই তেল নিচ দিয়ে বের হয়ে যাচ্ছে ৷,আফা কিচ্ছু না  ।  টাংকিতে তেল নেয়ার সময় সাইডে তেল পড়ছিল ওই তেল নিচ দিয়ে বের হয়ে যাচ্ছে ৷,0,1,0,0
জ্বি ভাই আপনি এখন এড করেন আর ওইদিকে নবী রশিদ রা দিব্যি ক্রিকেট খেলে বেড়াচ্ছে ।,জ্বি আফা আপনি এখন এড করেন আর ওইদিকে নবী রশিদ রা দিব্যি ক্রিকেট খেলে বেড়াচ্ছে  ।,0,1,0,0
এতো দিনে প্রথম আলোর সাংবাদিক দাদা সুন্দর একটা শিরোনাম ছাপিয়েছে ।,এতো দিনে প্রথম আলোর মহিলা সাংবাদিক দাদা সুন্দর একটা শিরোনাম ছাপিয়েছে  ।,0,1,0,0
সাকিব আমার প্রিয় খেলোয়ার সাকিব ভাইকে আমি অনেক মিস করতেছি তুমি জলদি ফিরে আসো প্লিজ ।,সাকিব আমার প্রিয় খেলোয়ার সাকিব বোনকে আমি অনেক মিস করতেছি তুমি জলদি ফিরে আসো প্লিজ  ।,0,1,0,0
ভাই ফোনে চার্জ মাত্র পঁয়ত্রিশ ভাগ তারাতাড়ি চার্জে লাগান । ফোন কেটে গেলে ভাবি রেগে যাবে রেগে গেলে আপনার কপালে দুখ আছে ।,বোন ফোনে চার্জ মাত্র পঁয়ত্রিশ ভাগ তারাতাড়ি চার্জে লাগান  ।  ফোন কেটে গেলে ভাবি রেগে যাবে রেগে গেলে আপনার কপালে দুখ আছে  ।,0,1,0,0
বাজাজ আর হোন্ডা কোম্পানির গাড়ির চালক গুলো ভদ্র ৷,বাজাজ আর হোন্ডা কোম্পানির গাড়ির চালিকা গুলো ভদ্র ৷,0,1,0,0
আমি অনেক কিছু ছাইড়া আসা লোক !,আমি অনেক কিছু ছাইড়া আসা স্ত্রীলোক !,0,1,0,1
ভাই সাধারণ জনগণ কি কোর্স করতে পারবে ?,ভাবী সাধারণ জনগণ কি কোর্স করতে পারবে ?,0,1,0,0
তারিক ওবায়েদ জামাল ভুইয়া ভাই এরা সবাই আইএসএলে খেলা ডিজার্ভ করে ।,হাবিবা  আফা এরা সবাই আইএসএলে খেলা ডিজার্ভ করে  ।,0,1,0,0
কখন ? কোন ট্রেনে ? টাইম টা বলুন কারণ প্লাটফর্মে যাবো তো আনতে ! জামাই মা বলে কথা  ।,কখন ? কোন ট্রেনে ? টাইম টা বলুন কারণ প্লাটফর্মে যাবো তো আনতে ! বউ মা বলে কথা ।,0,1,0,0
আমার পেটে খুদা আছে বলবো কার কাছে ওরা ঠিক কাজই করছে চুরি তো করতেছে না দেওয়ার বেলায় কেউ নাই শুধু বলার লোক আছে ।,আমার পেটে খুদা আছে বলবো কার কাছে ওরা ঠিক কাজই করছে চুরি তো করতেছে না দেওয়ার বেলায় কেউ নাই শুধু বলার স্ত্রীলোক আছে  ।,0,1,0,0
পূজা নামের হিন্দু ধর্মের মেয়ে পূজার শুভেচ্ছা জানালেই পাঠক খুশি হতো ।,পূজা নামের হিন্দু ধর্মের ছেলে পূজার শুভেচ্ছা জানালেই পাঠিকা খুশি হতো  ।,0,1,0,0
একটি প্রাচীন প্রবাদ ।,একটি প্রাচীনা প্রবাদ  ।,0,1,0,0
লাভ ইউ সাকিব । ভাই তুমি ভালো খেল্লেই আমরা জিতে জাই । তিন রানের আক্ষেপটা রয়ে গেলো ।,লাভ ইউ সাকিব  ।  ভাবী তুমি ভালো খেল্লেই আমরা জিতে জাই  ।  তিন রানের আক্ষেপটা রয়ে গেলো  ।,0,1,0,0
তুমি কি এখনো দুবাই ? সোবহান ভাই কেমন আছে ?,তুমি কি এখনো দুবাই ?  লক্ষী  বোন কেমন আছে ?,0,1,0,0
ভাই আমরা আছি ভয় নাই ।,আফা আমরা আছি ভয় নাই  ।,0,1,0,0
ভাই আমরা আছি ভয় নাই ।,বোন আমরা আছি ভয় নাই  ।,0,1,0,0
বান্ধবী টেনশন নিস না আমিতো আছি ।,বান্ধব টেনশন নিস না আমিতো আছি  ।,0,1,0,0
সাকিব ভাই আমরা ওডিআইতে ভাল দল । কিন্তু টি টুয়েন্টি কেমন দল । আমরা চাই টি টুয়েন্টি তে ও র‍্যাংকিং বাড়ানো উচিত ।,হাবিবা  আফা আমরা ওডিআইতে ভাল দল  ।  কিন্তু টি টুয়েন্টি কেমন দল  ।  আমরা চাই টি টুয়েন্টি তে ও র‍্যাংকিং বাড়ানো উচিত  ।,0,1,0,0
সাকিব ভাই আমরা ওডিআইতে ভাল দল । কিন্তু টি টুয়েন্টি কেমন দল । আমরা চাই টি টুয়েন্টি তে ও র‍্যাংকিং বাড়ানো উচিত ।,অমৃতা  বোন আমরা ওডিআইতে ভাল দল  ।  কিন্তু টি টুয়েন্টি কেমন দল  ।  আমরা চাই টি টুয়েন্টি তে ও র‍্যাংকিং বাড়ানো উচিত  ।,0,1,0,0
নর্থ সাউথ ইউনিভার্সিটির ট্রাস্টি দের কতটাকা দরকার?কবরের সাড়ে তিন হাত জায়গা পাবে । কবরে এক টাকাও নেয়া যাবে না । অনেক মহান ব্যাক্তি আছেন যারা তাদের সব টাকা পয়সা সম্পদ জন সাধারণের জন্য বিলিয়ে দিয়েছেন ।,নর্থ সাউথ ইউনিভার্সিটির ট্রাস্টি দের কতটাকা দরকার?কবরের সাড়ে তিন হাত জায়গা পাবে  ।  কবরে এক টাকাও নেয়া যাবে না  ।  অনেক মহতী ব্যাক্তি আছেন যারা তাদের সব টাকা পয়সা সম্পদ জন সাধারণের জন্য বিলিয়ে দিয়েছেন  ।,0,1,0,0
আপনের বড় ভাই রে হ্যারি পটারের মতো দেখা যায় ।,আপনের বড় ভাবী রে হ্যারি পটারের মতো দেখা যায়  ।,0,1,0,0
অধিকাংশ হতভাগা বাংগালী বলবে টাকাই যে প্রকৃত সুখ এনে দিতে পারে না এটা তার জ্বলন্ত উদাহরণ । কিন্তু ব্যাপারটা আসলেই তা নয় বাস্তবিক ব্যাপারটা হচ্ছে বিল গেটসের মাত্রারিক্ত ব্যাস্ততা । যার প্রভাব পড়েছে তার সংসারের উপর ।,অধিকাংশ হতভাগী বাংগালী বলবে টাকাই যে প্রকৃত সুখ এনে দিতে পারে না এটা তার জ্বলন্ত উদাহরণ  ।  কিন্তু ব্যাপারটা আসলেই তা নয় বাস্তবিক ব্যাপারটা হচ্ছে বিল গেটসের মাত্রারিক্ত ব্যাস্ততা  ।  যার প্রভাব পড়েছে তার সংসারের উপর  ।,0,1,0,0
শ্রী কৃষ্ণ ভক্ত মীরা চরিত্রে আমার শার্লি কে দাও ।,শ্রী কৃষ্ণা ভক্ত মীরা চরিত্রে আমার শার্লি কে দাও  ।,0,1,0,0
আমি বারবার বলছি এই তেলে বেগুন এর প্রমো আমি দেখতে চাইনা । টিভি খুললে ফেসবুক খুললে খালি এই তেল বেগুনের প্রমো দেন । কি ফালতু সিরিয়াল । একটা পাগলি মেয়ে আকাশের দিকে তাকিয়ে হাহা করে হাসছে ছেঁড়া সিল্কের শাড়ি পড়ে । আর একটা পারলে জি বিস্কুট ছুটে ছুটে আসছে । মাথাটা আমার গরম হয়ে যায় ।,আমি বারবার বলছি এই তেলে বেগুন এর প্রমো আমি দেখতে চাইনা  ।  টিভি খুললে ফেসবুক খুললে খালি এই তেল বেগুনের প্রমো দেন  ।  কি ফালতু সিরিয়াল  ।  একটা পাগলা মেয়ে আকাশের দিকে তাকিয়ে হাহা করে হাসছে ছেঁড়া সিল্কের শাড়ি পড়ে  ।  আর একটা পারলে জি বিস্কুট ছুটে ছুটে আসছে  ।  মাথাটা আমার গরম হয়ে যায়  ।,0,1,0,0
মনে হয় কত বড় দল হয়ে গেছে ! কত ট্রফির মালিক বাংলাদেশ যে ষড়যন্ত্র করে জিততে হবে !,মনে হয় কত বড় দল হয়ে গেছে ! কত ট্রফির মালকিন বাংলাদেশ যে ষড়যন্ত্র করে জিততে হবে !,0,1,0,0
ভাই আপনার সেঞ্চুরির অপেক্ষায় আছি । আশা করছি আগামীকালকে হবে ইনশাআল্লাহ !,আফা আপনার সেঞ্চুরির অপেক্ষায় আছি  ।  আশা করছি আগামীকালকে হবে ইনশাআল্লাহ !,0,1,0,0
ভাই আপনার সেঞ্চুরির অপেক্ষায় আছি । আশা করছি আগামীকালকে হবে ইনশাআল্লাহ !,ভাবী আপনার সেঞ্চুরির অপেক্ষায় আছি  ।  আশা করছি আগামীকালকে হবে ইনশাআল্লাহ !,0,1,0,0
ভাই এই সময় আপনাকে অনেক অনেক বেশি মিস করতেছে সারা দেশের মানুষ । লাভ ইউ সাকিব্বাই ।,ভাবী এই সময় আপনাকে অনেক অনেক বেশি মিস করতেছে সারা দেশের মানুষ  ।  লাভ ইউ সাকিব্বাই  ।,0,1,0,0
ময়না ভাই লাভিউ ।,মুসফিকা  আফা লাভিউ  ।,0,1,0,0
নামাযে মুনাজাতরত অবস্থায় কত কেদেছি তারও হিসাব নেই ।  আমার লুকানো কান্না দেখে আমার আম্মুও কান্না করত কিন্তু আমাকে বুঝতে দিত না । হাজার হলেও বাবা তো  ।,নামাযে মুনাজাতরত অবস্থায় কত কেদেছি তারও হিসাব নেই। আমার লুকানো কান্না দেখে আমার আম্মুও কান্না করত কিন্তু আমাকে বুঝতে দিত না।হাজার হলেও মা তো ।,0,1,0,0
ঠাকুর্দা আমি কঠিন ষড়যন্ত্রের স্বীকার  ।,ঠাকুমা আমি কঠিন ষড়যন্ত্রের স্বীকার ।,0,1,0,1
আমার দেখা প্রিয় শিল্পী ।,আমার দেখা প্রিয় নারী শিল্পী  ।,0,1,0,0
সবই ঠিক আছে বুঝলাম কিন্তু ভাইয়া নিজেই মাস্ক পরে নাই  ।,সবই ঠিক আছে বুঝলাম কিন্তু আপু নিজেই মাস্ক পরে নাই ।,0,1,0,0
শেখ হাসিনা সরকারের উন্নয়ন দেখে যাদের হিংসা করে তারা নানা উসিলায় এধরণের পোস্টে কটুক্তি করে ।,শেখ হাসিনা সরকারের উন্ নয়ন  দেখে যাদের হিংসা করে তারা নানি উসিলায় এধরণের পোস্টে কটুক্তি করে  ।,0,1,0,0
এটিম আ খ ম হাসান ভাই ছবি না দেখে মনটাই খারাপ হয়ে গেল । ভাই কি টিমে নাই ?,এটিম  আয়েশা  আফা ছবি না দেখে মনটাই খারাপ হয়ে গেল  ।  আফা কি টিমে নাই ?,0,1,0,0
এটিম আ খ ম হাসান ভাই ছবি না দেখে মনটাই খারাপ হয়ে গেল । ভাই কি টিমে নাই ?,এটিম  দুর্গা  ভাবী ছবি না দেখে মনটাই খারাপ হয়ে গেল  ।  ভাবী কি টিমে নাই ?,0,1,0,0
শিক্ষক ই যদি এমন হয় । এরচেয়ে জঘন্য ব্যাপার আর কি হতে পারে ?,শিক্ষিকা ই যদি এমন হয়  ।  এরচেয়ে জঘন্য ব্যাপার আর কি হতে পারে ?,0,1,0,0
বাপ কে সম্মান জানানোর তাঁর প্রতি নিজের ভালোবাসা জাহির করার কোনও একটা দিন হয় না  ।,মা কে সম্মান জানানোর তাঁর প্রতি নিজের ভালোবাসা জাহির করার কোনও একটা দিন হয় না ।,0,1,0,0
না জানি মেসি খেললে শালার সাংবাদিক কি ক্যাপশন লিখত সেটা ভেবেই বমি আসতেছে ।,না জানি মেসি খেললে শালীর সাংবাদিক কি ক্যাপশন লিখত সেটা ভেবেই বমি আসতেছে  ।,0,1,0,0
কয় কেজি বেচলেন ভাই ?,কয় কেজি বেচলেন বোন ?,0,1,0,0
কয় কেজি বেচলেন ভাই ?,কয় কেজি বেচলেন ভাবী ?,0,1,0,0
বানান ভুল হইছে ভাই “বুরেল” না “লুবের” হবে,বানান ভুল হইছে আফা “বুরেল” না “লুবের” হবে,0,1,0,0
ভাইয়া চিমটি ! আমারও ঠোঁটের উপরের মেক আপ গায়েব হয়ে যায় ঘেমে সেজে শান্তি নাই  ।,আপু চিমটি ! আমারও ঠোঁটের উপরের মেক আপ গায়েব হয়ে যায় ঘেমে সেজে শান্তি নাই ।,0,1,0,0
ইদের আগেরদিন এসব পোস্ট করে মানসিকভাবে মৃত বানানোর মানে কি ভাই ?,ইদের আগেরদিন এসব পোস্ট করে মানসিকভাবে মৃত বানানোর মানে কি ভাবী ?,0,1,0,0
সত্যি আপনার তুলনা হয়না । যেমন ভালো গায়ক তেমনি ভালো অভিনেতা এখন আবার লেখক । একেই বলে একের ভেতর অনেক ।,সত্যি আপনার তুলনা হয়না  ।  যেমন ভালো গায়ক তেমনি ভালো অভিনেত্রী এখন আবার লেখক  ।  একেই বলে একের ভেতর অনেক  ।,0,1,0,0
সত্যি আপনার তুলনা হয়না । যেমন ভালো গায়ক তেমনি ভালো অভিনেতা এখন আবার লেখক । একেই বলে একের ভেতর অনেক ।,সত্যি আপনার তুলনা হয়না  ।  যেমন ভালো গায়ক তেমনি ভালো অভিনেতা এখন আবার লেখিকা  ।  একেই বলে একের ভেতর অনেক  ।,0,1,0,0
নাহ পোষ্ট মনে হয় ডিলেট দিতে হবে রে ভাই !,নাহ পোষ্ট মনে হয় ডিলেট দিতে হবে রে বোন !,0,1,0,0
নাহ পোষ্ট মনে হয় ডিলেট দিতে হবে রে ভাই !,নাহ পোষ্ট মনে হয় ডিলেট দিতে হবে রে ভাবী !,0,1,0,0
ভারত বাংলাদেশের সবচেয়ে কাছের বন্ধু যেমন ঠিক তেমন,ভারত বাংলাদেশের সবচেয়ে কাছের বন্ধুপত্নী যেমন ঠিক তেমন,0,1,0,0
সত্যিই আপনার জন্য কষ্ট হচ্ছে ভাই অতিমানবীয় পার্ফমেন্স করার পরেও দলটা সেমিতে যেতে পারলো না ভালবাসা অবিরাম সাকিব্বাই !,সত্যিই আপনার জন্য কষ্ট হচ্ছে আফা অতিমানবীয় পার্ফমেন্স করার পরেও দলটা সেমিতে যেতে পারলো না ভালবাসা অবিরাম সাকিব্বাই !,0,1,0,0
ভালো লাগছে বৃন্দাবন দাস দাদা ও সালাউদ্দিন লাভলু আবার যৌথভাবে নাটক শুরু করেছেন ।,ভালো লাগছে  প্রতীক  দাদা ও সালাউদ্দিন লাভলু আবার যৌথভাবে নাটক শুরু করেছেন  ।,0,1,0,0
ভালো লাগছে বৃন্দাবন দাস দাদা ও সালাউদ্দিন লাভলু আবার যৌথভাবে নাটক শুরু করেছেন ।,ভালো লাগছে  রাইসা  বৌদি ও সালাউদ্দিন লাভলু আবার যৌথভাবে নাটক শুরু করেছেন  ।,0,1,0,0
আমাদের চোখে রঙিন চশমা তো তাই আমরা সব উল্টা পাল্টা দেখি । উনি বৃদ্ধ মানুষ তো আগের মানুষ খাঁটি মানুষ পরিষ্কার চশমা পরা তাই সে মানুষ চেনে । তাই সে সাকিব কে ভালোবাসে । আর আমরা চিনি না ।,আমাদের চোখে রঙিন চশমা তো তাই আমরা সব উল্টা পাল্টা দেখি  ।  উনি বৃদ্ধা মানুষ তো আগের মানুষ খাঁটি মানুষ পরিষ্কার চশমা পরা তাই সে মানুষ চেনে  ।  তাই সে সাকিব কে ভালোবাসে  ।  আর আমরা চিনি না  ।,0,1,0,0
সতের জুলাই থেকে সারাদেশে কুরবানীর পশুর হাট খুলে দিবে সরকার । কিন্তু হাট খুলে দিলেও কুরবানী বিদ্বেষী মিডিয়া হাটে গিয়ে কথিত স্বাস্থ্যবিধির নামে ব্যবসায়ী ও ক্রেতা বিক্রেতাদের ছবি ভিডিও করে ‘কুরবানীর পশুর হাটে স্বাস্থ্যবিধি মানা হচ্ছে না’ এসব বলে বলে হয়রানী করা শুরু করবে এবং প্রশাসন দিয়ে হাট বন্ধ করে দেয়ার সর্বোচ্চ চেষ্টা চালাবে ।,সতের জুলাই থেকে সারাদেশে কুরবানীর পশুর হাট খুলে দিবে সরকার  ।  কিন্তু হাট খুলে দিলেও কুরবানী বিদ্বেষী মিডিয়া হাটে গিয়ে কথিত স্বাস্থ্যবিধির নামে ব্যবসায়ী ও ক্রেত্রী বিক্রেতাদের ছবি ভিডিও করে ‘কুরবানীর পশুর হাটে স্বাস্থ্যবিধি মানা হচ্ছে না’ এসব বলে বলে হয়রানী করা শুরু করবে এবং প্রশাসন দিয়ে হাট বন্ধ করে দেয়ার সর্বোচ্চ চেষ্টা চালাবে  ।,0,1,0,0
সব বাদ দিন শ্রেষ্ঠা আর শঙ্খের বিয়ে দেখতে চাই মোহর আর পুরোহিতের সুখী দাম্পত্য জীবন দেখতে চাই,সব বাদ দিন শ্রেষ্ঠ আর শঙ্খের বিয়ে দেখতে চাই মোহর আর পুরোহিতের সুখী দাম্পত্য জীবন দেখতে চাই,0,1,0,0
