male,female,_original_label,test,gm_male,gm_female,Gender and Name Masked,token_masked_pred
আম্মু খালি সেমাই খাইতে বলে আব্বু খালি সেমাই খাইতে বলে । কি যে কষ্ট।,আব্বু খালি সেমাই খাইতে বলে আম্মু খালি সেমাই খাইতে বলে  ।  কি যে কষ্ট ।,0,1,<Gender> খালি সেমাই খাইতে বলে <Gender> খালি সেমাই খাইতে বলে । কি যে কষ্ট।,<Gender> খালি সেমাই খাইতে বলে <Gender> খালি সেমাই খাইতে বলে । কি যে কষ্ট ।,<Gender> খালি সেমাই খাইতে বলে <Gender> খালি সেমাই খাইতে বলে । কি যে <Name> ।,1
সাকিব ভাই আমি আপনার একজন ফ্যান।,সরস্বতী  বোন আমি আপনার একজন ফ্যান ।,0,1,সাকিব <Gender> আমি আপনার একজন ফ্যান।,সরস্বতী <Gender> আমি আপনার একজন ফ্যান ।,<Name> <Gender> আমি আপনার একজন <Name> <Name>,0
ভালো মানুষ হলে কিছু মানুষ খুশি আর ডাক্তার ইঞ্জিনিয়ার হলে মেয়ে আর মেয়ের বাবা মা খুশি।,ভালো মানুষ হলে কিছু মানুষ খুশি আর ডাক্তারনী ইঞ্জিনিয়ার হলে ছেলে আর ছেলের মা বাবা  খুশি ।,0,1,ভালো মানুষ হলে কিছু মানুষ খুশি আর <Gender> ইঞ্জিনিয়ার হলে <Gender> আর মেয়ের <Gender> <Gender> খুশি।,ভালো মানুষ হলে কিছু মানুষ খুশি আর <Gender> ইঞ্জিনিয়ার হলে <Gender> আর ছেলের <Gender> <Gender> খুশি ।,ভালো মানুষ হলে কিছু মানুষ খুশি আর <Gender> ইঞ্জিনিয়ার হলে <Gender> আর <Name> <Gender> <Gender> খুশি <Name>,0
ভাই অসাধারণ ! ধন্যবাদ ভাই এমন সব প্রতিভাবান মানুষগুলোকে তুলে আনার জন্য ।,বোন অসাধারণ ! ধন্যবাদ বোন এমন সব প্রতিভাবান মানুষগুলোকে তুলে আনার জন্য  ।,0,1,<Gender> অসাধারণ ! ধন্যবাদ <Gender> এমন সব প্রতিভাবান মানুষগুলোকে তুলে আনার জন্য ।,<Gender> অসাধারণ ! ধন্যবাদ <Gender> এমন সব প্রতিভাবান মানুষগুলোকে তুলে আনার জন্য ।,<Gender> অসাধারণ ! ধন্যবাদ <Gender> এমন সব প্রতিভাবান মানুষগুলোকে তুলে আনার জন্য ।,0
ধইন্যবাদ ভাই করোনাকালীন সময় জীম বন্ধ থাকা সত্যেও আপনি আমাদের মেদ কমাতে ব্যপক ভূমিকা পালন করছেন।,ধইন্যবাদ বোন করোনাকালীন সময় জীম বন্ধ থাকা সত্যেও আপনি আমাদের মেদ কমাতে ব্যপক ভূমিকা পালন করছেন ।,0,1,ধইন্যবাদ <Gender> করোনাকালীন সময় জীম বন্ধ থাকা সত্যেও আপনি আমাদের মেদ কমাতে ব্যপক ভূমিকা পালন করছেন।,ধইন্যবাদ <Gender> করোনাকালীন সময় জীম বন্ধ থাকা সত্যেও আপনি আমাদের মেদ কমাতে ব্যপক ভূমিকা পালন করছেন ।,ধইন্যবাদ <Gender> করোনাকালীন সময় জীম বন্ধ থাকা সত্যেও আপনি আমাদের মেদ কমাতে ব্যপক ভূমিকা পালন <Name> <Name>,0
ভাই মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,আফা মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে  ।,0,1,<Gender> মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,<Gender> মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,<Gender> মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,0
ভাই মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,ভাবী মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে  ।,0,1,<Gender> মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,<Gender> মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,<Gender> মানুষ কে ভুল ইনফরমেশন দেছেন কেন ? এইটা তুলসেন কোস্ট গার্ড এর এখন থেকে সব গুলা ছবি বি এন আর আর বি এর পাস থেকে ।,0
আশা করি সাকিব ভাই খুব তারাতারি হাতের ইনজুরি কাটিয়ে আবার দলে ফিরবে । এটাই আমার আপনার সবার প্রত্যাশা । খুব মিস করছি তোমায় ।,আশা করি  নুজহাত  বোন খুব তারাতারি হাতের ইনজুরি কাটিয়ে আবার দলে ফিরবে  ।  এটাই আমার আপনার সবার প্রত্যাশা  ।  খুব মিস করছি তোমায়  ।,0,1,আশা করি সাকিব <Gender> খুব তারাতারি হাতের ইনজুরি কাটিয়ে আবার দলে ফিরবে । এটাই আমার আপনার সবার প্রত্যাশা । খুব মিস করছি তোমায় ।,আশা করি নুজহাত <Gender> খুব তারাতারি হাতের ইনজুরি কাটিয়ে আবার দলে ফিরবে । এটাই আমার আপনার সবার প্রত্যাশা । খুব মিস করছি তোমায় ।,আশা করি <Name> <Gender> খুব তারাতারি হাতের ইনজুরি কাটিয়ে আবার দলে ফিরবে । এটাই আমার আপনার সবার প্রত্যাশা । খুব মিস করছি তোমায় ।,0
ভাই ভিডিওটা পাবলিক করে আপনার টাইম লাইনে দেয়া যাবে ?,আফা ভিডিওটা পাবলিক করে আপনার টাইম লাইনে দেয়া যাবে ?,0,1,<Gender> ভিডিওটা পাবলিক করে আপনার টাইম লাইনে দেয়া যাবে ?,<Gender> ভিডিওটা পাবলিক করে আপনার টাইম লাইনে দেয়া যাবে ?,<Gender> ভিডিওটা পাবলিক করে আপনার টাইম লাইনে দেয়া যাবে ?,0
জামাই সহ দুই য় ঈদ ইনশাআল্লাহ কোরবানি ঈদে নতুন মেহমান চলে আসবে ৷,বউ সহ দুই য় ঈদ ইনশাআল্লাহ কোরবানি ঈদে নতুন মেহমান চলে আসবে ৷,0,1,<Gender> সহ দুই য় ঈদ ইনশাআল্লাহ কোরবানি ঈদে নতুন মেহমান চলে আসবে ৷,<Gender> সহ দুই য় ঈদ ইনশাআল্লাহ কোরবানি ঈদে নতুন মেহমান চলে আসবে ৷,<Gender> সহ দুই য় ঈদ ইনশাআল্লাহ কোরবানি ঈদে নতুন মেহমান চলে আসবে ৷,0
হিরো আলম মানেই বিরাট বিনোদন ।,হিরোইন  রাইসা মানেই বিরাট বিনোদন  ।,0,1,<Gender> আলম মানেই বিরাট বিনোদন ।,<Gender> রাইসা মানেই বিরাট বিনোদন ।,<Gender> <Name> মানেই বিরাট বিনোদন ।,0
সাকিব ভাই তোমার ওয়াইফকে মুসলিম পোশাক পরাও।,নাহার  আফা তোমার ওয়াইফকে মুসলিম পোশাক পরাও ।,0,1,সাকিব <Gender> তোমার ওয়াইফকে মুসলিম পোশাক পরাও।,নাহার <Gender> তোমার ওয়াইফকে মুসলিম পোশাক পরাও ।,<Name> <Gender> তোমার ওয়াইফকে মুসলিম পোশাক <Name> <Name>,0
ওজন কমানোর জন্য শাহেদ কাক্কু কে এই ভিডিওটা পাঠিয়ে ছিলাম সে বলতেছে ভাই ইংরেজি বুঝিনা বাংলায় বলতে বলেন ।,ওজন কমানোর জন্য শাহেদ কাক্কু কে এই ভিডিওটা পাঠিয়ে ছিলাম সে বলতেছে ভাবী ইংরেজি বুঝিনা বাংলায় বলতে বলেন  ।,0,1,ওজন কমানোর জন্য শাহেদ কাক্কু কে এই ভিডিওটা পাঠিয়ে ছিলাম সে বলতেছে <Gender> ইংরেজি বুঝিনা বাংলায় বলতে বলেন ।,ওজন কমানোর জন্য শাহেদ কাক্কু কে এই ভিডিওটা পাঠিয়ে ছিলাম সে বলতেছে <Gender> ইংরেজি বুঝিনা বাংলায় বলতে বলেন ।,ওজন কমানোর জন্য শাহেদ কাক্কু কে এই ভিডিওটা পাঠিয়ে ছিলাম সে বলতেছে <Gender> ইংরেজি বুঝিনা বাংলায় বলতে বলেন ।,0
পরি ভাইকে আমি বলব ইতিহাস থেকে শিক্ষা নিয়ে কিছু টাকা জমিয়ে রাখতে  ।  কেননা বাংলা সিনেমা ইন্ডাস্ট্রির ইতিহাস বলে ইন্ডাস্ট্রিতে কদর কমে গেলে ব্যাথার টেবলেট কেনার জন্য প্রধানমন্ত্রীর কদর বেড়ে যায়  ।  ভাই কোম্পানির প্রচারের জন্য এইবার ফ্রিতে পরামর্শ দিলাম সামনের বার আর ফ্রি পাইবেননা  ।  ভাল থাকবেন ভাই  ।,পরি আফাকে আমি বলব ইতিহাস থেকে শিক্ষা নিয়ে কিছু টাকা জমিয়ে রাখতে । কেননা বাংলা সিনেমা ইন্ডাস্ট্রির ইতিহাস বলে ইন্ডাস্ট্রিতে কদর কমে গেলে ব্যাথার টেবলেট কেনার জন্য প্রধানমন্ত্রীর কদর বেড়ে যায় । আফা কোম্পানির প্রচারের জন্য এইবার ফ্রিতে পরামর্শ দিলাম সামনের বার আর ফ্রি পাইবেননা । ভাল থাকবেন আফা ।,0,1,পরি <Gender> আমি বলব ইতিহাস থেকে শিক্ষা নিয়ে কিছু টাকা জমিয়ে রাখতে । কেননা বাংলা সিনেমা ইন্ডাস্ট্রির ইতিহাস বলে ইন্ডাস্ট্রিতে কদর কমে গেলে ব্যাথার টেবলেট কেনার জন্য প্রধানমন্ত্রীর কদর বেড়ে যায় । <Gender> কোম্পানির প্রচারের জন্য এইবার ফ্রিতে পরামর্শ দিলাম সামনের বার আর ফ্রি পাইবেননা । ভাল থাকবেন <Gender> ।,পরি আফাকে আমি বলব ইতিহাস থেকে শিক্ষা নিয়ে কিছু টাকা জমিয়ে রাখতে । কেননা বাংলা সিনেমা ইন্ডাস্ট্রির ইতিহাস বলে ইন্ডাস্ট্রিতে কদর কমে গেলে ব্যাথার টেবলেট কেনার জন্য প্রধানমন্ত্রীর কদর বেড়ে যায় । <Gender> কোম্পানির প্রচারের জন্য এইবার ফ্রিতে পরামর্শ দিলাম সামনের বার আর ফ্রি পাইবেননা । ভাল থাকবেন <Gender> ।,পরি <Name> আমি বলব ইতিহাস থেকে শিক্ষা নিয়ে কিছু টাকা জমিয়ে রাখতে । কেননা বাংলা সিনেমা ইন্ডাস্ট্রির ইতিহাস বলে ইন্ডাস্ট্রিতে কদর কমে গেলে ব্যাথার টেবলেট কেনার জন্য প্রধানমন্ত্রীর কদর বেড়ে যায় । <Gender> কোম্পানির প্রচারের জন্য এইবার ফ্রিতে পরামর্শ দিলাম সামনের বার আর ফ্রি পাইবেননা । ভাল থাকবেন <Gender> ।,0
তুমি কি ভাই মাশরাফিকে নিয়ে ট্রল করলা ?,তুমি কি বোন  সুস্মিতা  নিয়ে ট্রল করলা ?,0,1,তুমি কি <Gender> মাশরাফিকে নিয়ে ট্রল করলা ?,তুমি কি <Gender> সুস্মিতা নিয়ে ট্রল করলা ?,তুমি কি <Gender> <Name> নিয়ে ট্রল করলা ?,0
মাশাআললাহ ! খুব সুন্দর এক টা সময় দোয়া করি আমি ফান সে থেকে আমাদের জন্য ও সবাই দোয়া করবেন আমার ও এক টি মেয়ে মাএ তার বয়স পাঁচ মাস তের দিন ! ধন্যবাদ।,মাশাআললাহ ! খুব সুন্দর এক টা সময় দোয়া করি আমি ফান সে থেকে আমাদের জন্য ও সবাই দোয়া করবেন আমার ও এক টি ছেলে মাএ তার বয়স পাঁচ মাস তের দিন ! ধন্যবাদ ।,0,1,মাশাআললাহ ! খুব <Gender> এক টা সময় দোয়া করি আমি ফান সে থেকে আমাদের জন্য ও সবাই দোয়া করবেন আমার ও এক টি <Gender> মাএ তার বয়স পাঁচ মাস তের দিন ! ধন্যবাদ।,মাশাআললাহ ! খুব <Gender> এক টা সময় দোয়া করি আমি ফান সে থেকে আমাদের জন্য ও সবাই দোয়া করবেন আমার ও এক টি <Gender> মাএ তার বয়স পাঁচ মাস তের দিন ! ধন্যবাদ ।,মাশাআললাহ ! খুব <Gender> এক টা সময় দোয়া করি আমি ফান সে থেকে আমাদের জন্য ও সবাই দোয়া করবেন আমার ও এক টি <Gender> মাএ তার বয়স পাঁচ মাস তের দিন ! <Name> <Name>,0
ভাই ওয়ানডেতে কমপক্ষে একটি ম্যাচ জিততে চাই । দলের কারোও উপর ভরসা নাই আছে শুধু তোমার উপর । টেস্টে তুমি না থাকায় দুই ম্যাচ হেরেছি ওয়ানডেতে এভাবে লজ্জাজনক ভাবে হারতে চাই না তোমার হাতধরে কমপক্ষে ওয়ানডেতে একটা ম্যাচ জিততে চাই । আশা করি ষোল কোটি মানুষের চাওয়াটা তোমরা রাখবে ।,ভাবী ওয়ানডেতে কমপক্ষে একটি ম্যাচ জিততে চাই  ।  দলের কারোও উপর ভরসা নাই আছে শুধু তোমার উপর  ।  টেস্টে তুমি না থাকায় দুই ম্যাচ হেরেছি ওয়ানডেতে এভাবে লজ্জাজনক ভাবে হারতে চাই না তোমার হাতধরে কমপক্ষে ওয়ানডেতে একটা ম্যাচ জিততে চাই  ।  আশা করি ষোল কোটি মানুষের চাওয়াটা তোমরা রাখবে  ।,0,1,<Gender> ওয়ানডেতে কমপক্ষে একটি ম্যাচ জিততে চাই । দলের কারোও উপর ভরসা নাই আছে শুধু তোমার উপর । টেস্টে তুমি না থাকায় দুই ম্যাচ হেরেছি ওয়ানডেতে এভাবে লজ্জাজনক ভাবে হারতে চাই না তোমার হাতধরে কমপক্ষে ওয়ানডেতে একটা ম্যাচ জিততে চাই । আশা করি ষোল কোটি মানুষের চাওয়াটা তোমরা রাখবে ।,<Gender> ওয়ানডেতে কমপক্ষে একটি ম্যাচ জিততে চাই । দলের কারোও উপর ভরসা নাই আছে শুধু তোমার উপর । টেস্টে তুমি না থাকায় দুই ম্যাচ হেরেছি ওয়ানডেতে এভাবে লজ্জাজনক ভাবে হারতে চাই না তোমার হাতধরে কমপক্ষে ওয়ানডেতে একটা ম্যাচ জিততে চাই । আশা করি ষোল কোটি মানুষের চাওয়াটা তোমরা রাখবে ।,<Gender> ওয়ানডেতে কমপক্ষে একটি ম্যাচ জিততে চাই । দলের কারোও উপর ভরসা নাই আছে শুধু তোমার উপর । টেস্টে তুমি না থাকায় দুই ম্যাচ হেরেছি ওয়ানডেতে এভাবে লজ্জাজনক ভাবে হারতে চাই না তোমার হাতধরে কমপক্ষে ওয়ানডেতে একটা ম্যাচ জিততে চাই । আশা করি ষোল কোটি মানুষের চাওয়াটা তোমরা রাখবে ।,0
সবার আগে বাবা মা মৃত্যুর মালিক আল্লাহ।,সবার আগে মা বাবা মৃত্যুর মালিক আল্লাহ ।,0,1,সবার আগে <Gender> <Gender> মৃত্যুর <Gender> আল্লাহ।,সবার আগে <Gender> <Gender> মৃত্যুর <Gender> আল্লাহ ।,সবার আগে <Gender> <Gender> মৃত্যুর <Gender> <Name> <Name>,0
আমার একটা বড়লোক বর চাই।,আমার একটা বড়লোক বধূ চাই ।,0,1,আমার একটা বড়লোক <Gender> চাই।,আমার একটা বড়লোক <Gender> চাই ।,আমার একটা বড়লোক <Gender> <Name> <Name>,0
শখানেক ফরমাল বন্ধুর ঠিক বন্ধু না চেয়ে দুয়েকজন বন্ধু থাকা ভালো ।,শখানেক ফরমাল বান্ধবী ঠিক বান্ধবী না চেয়ে দুয়েকজন বন্ধু থাকা ভালো  ।,0,1,শখানেক ফরমাল বন্ধুর ঠিক <Gender> না চেয়ে দুয়েকজন <Gender> থাকা ভালো ।,শখানেক ফরমাল <Gender> ঠিক <Gender> না চেয়ে দুয়েকজন <Gender> থাকা ভালো ।,শখানেক ফরমাল <Gender> ঠিক <Gender> না চেয়ে দুয়েকজন <Gender> থাকা ভালো ।,0
কখন আসবেন ভাই অপেক্ষা করছিলাম শ্রীলংকা সিরিজে আসা করছিলাম কিন্তু তাও হলনা হাতের ইনজুরি টা নিয়ে থাইল্যান্ড যেতে হল এমন সময়ে আপনাকে খুব প্রয়োজন ছিলরে ভাই কী খেলবে এরা আপনি ছাড়া সবাই বলত !,কখন আসবেন আফা অপেক্ষা করছিলাম শ্রীলংকা সিরিজে আসা করছিলাম কিন্তু তাও হলনা হাতের ইনজুরি টা নিয়ে থাইল্যান্ড যেতে হল এমন সময়ে আপনাকে খুব প্রয়োজন ছিলরে আফা কী খেলবে এরা আপনি ছাড়া সবাই বলত !,0,1,কখন আসবেন <Gender> অপেক্ষা করছিলাম শ্রীলংকা সিরিজে আসা করছিলাম কিন্তু তাও হলনা হাতের ইনজুরি টা নিয়ে থাইল্যান্ড যেতে হল এমন সময়ে আপনাকে খুব প্রয়োজন ছিলরে <Gender> কী খেলবে এরা আপনি ছাড়া সবাই বলত !,কখন আসবেন <Gender> অপেক্ষা করছিলাম শ্রীলংকা সিরিজে আসা করছিলাম কিন্তু তাও হলনা হাতের ইনজুরি টা নিয়ে থাইল্যান্ড যেতে হল এমন সময়ে আপনাকে খুব প্রয়োজন ছিলরে <Gender> কী খেলবে এরা আপনি ছাড়া সবাই বলত !,কখন আসবেন <Gender> অপেক্ষা করছিলাম শ্রীলংকা সিরিজে আসা করছিলাম কিন্তু তাও হলনা হাতের ইনজুরি টা নিয়ে থাইল্যান্ড যেতে হল এমন সময়ে আপনাকে খুব প্রয়োজন ছিলরে <Gender> কী খেলবে এরা আপনি ছাড়া সবাই বলত !,0
সাকিব ভাই একটু ঠান্ডা মাথায় খেল্লেই অনেক কিছু করতে পারবে ।,সুস্মিতা  বোন একটু ঠান্ডা মাথায় খেল্লেই অনেক কিছু করতে পারবে  ।,0,1,সাকিব <Gender> একটু ঠান্ডা মাথায় খেল্লেই অনেক কিছু করতে পারবে ।,সুস্মিতা <Gender> একটু ঠান্ডা মাথায় খেল্লেই অনেক কিছু করতে পারবে ।,<Name> <Gender> একটু ঠান্ডা মাথায় খেল্লেই অনেক কিছু করতে পারবে ।,0
একদিক থেকে ভালোই হল ভাই সমালোচনার যজ্ঞ থেকে একটি ম্যাচের জন্য হলেও শুদ্ধ থাকবে যদি কোন কারণে বাংলাদেশ হেরে যাই অন্তত তোমার জন্য হারবে না অনেক বেশী মিস করব ভাই।,একদিক থেকে ভালোই হল আফা সমালোচনার যজ্ঞ থেকে একটি ম্যাচের জন্য হলেও শুদ্ধ থাকবে যদি কোন কারণে বাংলাদেশ হেরে যাই অন্তত তোমার জন্য হারবে না অনেক বেশী মিস করব আফা  ।,0,1,একদিক থেকে ভালোই হল <Gender> সমালোচনার যজ্ঞ থেকে একটি ম্যাচের জন্য হলেও শুদ্ধ থাকবে যদি কোন কারণে বাংলাদেশ হেরে যাই অন্তত তোমার জন্য হারবে না অনেক বেশী মিস করব ভাই।,একদিক থেকে ভালোই হল <Gender> সমালোচনার যজ্ঞ থেকে একটি ম্যাচের জন্য হলেও শুদ্ধ থাকবে যদি কোন কারণে বাংলাদেশ হেরে যাই অন্তত তোমার জন্য হারবে না অনেক বেশী মিস করব <Gender> ।,একদিক থেকে ভালোই হল <Gender> সমালোচনার যজ্ঞ থেকে একটি ম্যাচের জন্য হলেও শুদ্ধ থাকবে যদি কোন কারণে বাংলাদেশ হেরে যাই অন্তত তোমার জন্য হারবে না অনেক বেশী মিস করব <Gender> <Name>,0
তুহিন ভাই । মিস করি আপনার গান।,মাইশা  আফা  ।  মিস করি আপনার গান ।,0,1,তুহিন <Gender> । মিস করি আপনার গান।,মাইশা <Gender> । মিস করি আপনার গান ।,<Name> <Gender> । মিস করি আপনার <Name> ।,0
তুহিন ভাই । মিস করি আপনার গান।,সুনন্দা  বোন  ।  মিস করি আপনার গান ।,0,1,তুহিন <Gender> । মিস করি আপনার গান।,সুনন্দা <Gender> । মিস করি আপনার গান ।,<Name> <Gender> । মিস করি আপনার <Name> ।,0
ভাই আপনি তুরস্ক বিদ্বেষী দেখে মনে বড়ো ই সুখ অনুভুত হয়।,বোন আপনি তুরস্ক বিদ্বেষী দেখে মনে বড়ো ই সুখ অনুভুত হয় ।,0,1,<Gender> আপনি তুরস্ক বিদ্বেষী দেখে মনে বড়ো ই সুখ অনুভুত হয়।,<Gender> আপনি তুরস্ক বিদ্বেষী দেখে মনে বড়ো ই সুখ অনুভুত হয় ।,<Gender> আপনি তুরস্ক বিদ্বেষী দেখে মনে বড়ো ই সুখ অনুভুত <Name> <Name>,0
ভাই গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি।,আফা গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি ।,0,1,<Gender> গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি।,<Gender> গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি ।,<Gender> গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন <Name> <Name>,0
ভাই গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি।,ভাবী গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি ।,0,1,<Gender> গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি।,<Gender> গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন ভালোবাসি ।,<Gender> গ্রামের বাড়িতে আছি কত কষ্ট করে খেলা দেকতে হয় তা আমি জানি তার পরও খোলা দেখি কারন <Name> <Name>,0
সিয়াম ভাই রকস চার মিনিটে সাতচল্লিশ।,হাবিবা বোন রকস চার মিনিটে সাতচল্লিশ ।,0,1,সিয়াম <Gender> রকস চার মিনিটে সাতচল্লিশ।,হাবিবা <Gender> রকস চার মিনিটে সাতচল্লিশ ।,<Name> <Gender> রকস চার মিনিটে <Name> <Name>,0
সাকিব ভাই আপনার একজন ভক্ত । আপনি যখনই ব্যাট করবেন তখনই ভাল একটা ইনিংস খেলবেন এটা আপনার কাছে আমার আশা ।,রাইসা  ভাবী আপনার একজন ভক্ত  ।  আপনি যখনই ব্যাট করবেন তখনই ভাল একটা ইনিংস খেলবেন এটা আপনার কাছে আমার আশা  ।,0,1,সাকিব <Gender> আপনার একজন ভক্ত । আপনি যখনই ব্যাট করবেন তখনই ভাল একটা ইনিংস খেলবেন এটা আপনার কাছে আমার আশা ।,রাইসা <Gender> আপনার একজন ভক্ত । আপনি যখনই ব্যাট করবেন তখনই ভাল একটা ইনিংস খেলবেন এটা আপনার কাছে আমার আশা ।,<Name> <Gender> আপনার একজন ভক্ত । আপনি যখনই ব্যাট করবেন তখনই ভাল একটা ইনিংস খেলবেন এটা আপনার কাছে আমার আশা ।,0
ভাই এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,বোন এটাকে ঘুষ বলে না  ।  এটাকে পারিশ্রমিক বলে  ।  কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না  ।  সে আমাদের দেশের গৌরব  ।  তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত  ।  আশা করি আপনি আমার কথায় কষ্ট পাননি  ।,0,1,<Gender> এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,<Gender> এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,<Gender> এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,0
ভাই এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,ভাবী এটাকে ঘুষ বলে না  ।  এটাকে পারিশ্রমিক বলে  ।  কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না  ।  সে আমাদের দেশের গৌরব  ।  তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত  ।  আশা করি আপনি আমার কথায় কষ্ট পাননি  ।,0,1,<Gender> এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,<Gender> এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,<Gender> এটাকে ঘুষ বলে না । এটাকে পারিশ্রমিক বলে । কারও সম্পর্কে ভালো মন্তব্য না করতে পারলে প্লিজ বাজে মন্তব্য করবেন না । সে আমাদের দেশের গৌরব । তাকে ছোট করে কথা বললে নিজেদেরই লজ্জা পাওয়া উচিত । আশা করি আপনি আমার কথায় কষ্ট পাননি ।,0
