male,female,_original_label,test,pred_male_kldm,pred_female_kldm
এত দিনে বুঝতে পারলাম এই দেশে অপরাধী গান এত জনপ্রিয় হওয়ার কারণ কি! এই মেয়ের জন্য দুইটা মরছে অথচ মাইয়া নির্দোষ হিসাবে ঘটনা শেষে বেঁচে যাবে,এত দিনে বুঝতে পারলাম এই দেশে অপরাধী গান এত জনপ্রিয় হওয়ার কারণ কি! এই ছেলের জন্য দুইটা মরছে অথচ পোলা নির্দোষ হিসাবে ঘটনা শেষে বেঁচে যাবে,0,1,0,0
ভাই আপনাকে অনেক ধন্যবাদ সঠিক টা তুলে ধরার জন্য সরকারের কাছে আমার আবেদন রইল মিননির ফাঁসি দেওয়া হোক,আফা আপনাকে অনেক ধন্যবাদ সঠিক টা তুলে ধরার জন্য সরকারের কাছে আমার আবেদন রইল মিননির ফাঁসি দেওয়া হোক,0,1,0,0
ভাই আপনাকে অনেক ধন্যবাদ সঠিক টা তুলে ধরার জন্য সরকারের কাছে আমার আবেদন রইল মিননির ফাঁসি দেওয়া হোক,বোন আপনাকে অনেক ধন্যবাদ সঠিক টা তুলে ধরার জন্য সরকারের কাছে আমার আবেদন রইল মিননির ফাঁসি দেওয়া হোক,0,1,0,0
সরকারের যত অফিস আছে সবই অনৈতিক কর্মকাণ্ড হয়ে আসছে ।শুধু তাই নয় সব ধরনের অপরাধ বেড়েছে বহুগুণ তার পিছনে সরকার ব্যাপক সমস্যা পড়বে যদি প্রশাসনের কাছে এমন কিছু জাতি লজ্জিত ।তার সঠিক তদন্ত করে আইনের আওতায় আনা হউক ।,সরকারের যত অফিস আছে সবই অনৈতিক কর্মকাণ্ড হয়ে আসছে  । শুধু তাই নয় সব ধরনের অপরাধ বেড়েছে বহুগুণ তার পিছনে সরকার ব্যাপক সমস্যা পড়বে যদি প্রশাসনের কাছে এমন কিছু জাতি লজ্জিতা  । তার সঠিক তদন্ত করে আইনের আওতায় আনা হউক  ।,0,1,0,0
বাবাদের কান্না দেখে আমার অনেক কষ্ট হচ্ছে কিন্তু  ইউসুফ বাপ এই ভাবে কান্না করছে তখন তার ছেলের জন্য কেমন করেছে কিন্তু ওদের ফাঁসি চাই ফাঁসি চাই ফাঁসি চাই যাতে আর কোন নূসরাত এই ভাবে হত্যা না হয়,মায়েদের কান্না দেখে আমার অনেক কষ্ট হচ্ছে কিন্তু নূসরাতের মা এই ভাবে কান্না করছে তখন তার মেয়ের জন্য কেমন করেছে কিন্তু ওদের ফাঁসি চাই ফাঁসি চাই ফাঁসি চাই যাতে আর কোন নূসরাত এই ভাবে হত্যা না হয়,0,1,0,0
ছি মিন্নি!আমাদের পরিচিত বা কাছের কারো গায়ে কেউ হাত তুললে আমরা সেটা সহ্য করতে পারি না।।আর সেখানে তো রিফাত তুমার স্বামী ছিল।। কিভাবে পারলে মডেল এর মত কিরে হেটে যেতে!!তুমার উচিৎ ছিল প্রথমেই ওদের থামানু।।বাধা দেউয়া তোমার দোষ আছে কিনা জানি না তুমার এই কাজ টা আমার ভাল লাগলো না😞😞,ছি মিন্নি!আমাদের পরিচিত বা কাছের কারো গায়ে কেউ হাত তুললে আমরা সেটা সহ্য করতে পারি না ।  । আর সেখানে তো রিফাত তুমার স্ত্রী ছিল ।  ।  কিভাবে পারলে মডেল এর মত কিরে হেটে যেতে!!তুমার উচিৎ ছিল প্রথমেই ওদের থামানু ।  । বাধা দেউয়া তোমার দোষ আছে কিনা জানি না তুমার এই কাজ টা আমার ভাল লাগলো না😞😞,0,1,0,0
মিন্নি খুনের সাথে জড়িত সন্দেহে রিফাত ফরাজীকে রিমান্ডে বেপক জিজ্ঞাসাবাদ করা হোক |মিন্নি তার স্বামীকে ধরিয়ে দিতে বা সহযুগিতা করতেছে ভিডিওতে এমনটি বুঝাযাচ্ছে প্রয়োজনে মিন্নিকে পুলিশি হেফাজতে জিজ্ঞাসাবাদ করা হোক সাধারণ জনগণের দাবি রেজাল্ট পাওয়া যাবে |,মিন্নি খুনের সাথে জড়িত সন্দেহে রিফাত ফরাজীকে রিমান্ডে বেপক জিজ্ঞাসাবাদ করা হোক |মিন্নি তার স্ত্রীকে ধরিয়ে দিতে বা সহযুগিতা করতেছে ভিডিওতে এমনটি বুঝাযাচ্ছে প্রয়োজনে মিন্নিকে পুলিশি হেফাজতে জিজ্ঞাসাবাদ করা হোক সাধারণ জনগণের দাবি রেজাল্ট পাওয়া যাবে |,0,1,0,0
এই লোককে ফাসি দেওয়া হোক,এই মহিলাকে ফাসি দেওয়া হোক,0,1,0,0
খুব সুন্দর একটি কিচ্ছা ভালো লাগলো ধন্যবাদ দাদা। হিরো কাজিম,খুব সুন্দর একটি কিচ্ছা ভালো লাগলো ধন্যবাদ দাদা ।  হিরোইন  তপতী,0,1,0,0
ভাই মিনিটের ভিডিও পাই না তো। শুধু মিনিটের ভিডিও পাই। একমত হলে লাইক চাই।,বোন মিনিটের ভিডিও পাই না তো ।  শুধু মিনিটের ভিডিও পাই ।  একমত হলে লাইক চাই ।,0,1,0,0
এই ভিডিও দেখার পর কমেন্ট না করে পারলাম না এর সাথে মিন্নি জড়িত তার প্রমান তার স্বাভাবিক হাটা স্বামীকে মারতে মারতে নিয়ে যাচ্ছে অথচ তার কোন প্রতিবাদ নেই এর নাম ভালোবাসা,এই ভিডিও দেখার পর কমেন্ট না করে পারলাম না এর সাথে মিন্নি জড়িত তার প্রমান তার স্বাভাবিক হাটা স্ত্রীকে মারতে মারতে নিয়ে যাচ্ছে অথচ তার কোন প্রতিবাদ নেই এর নাম ভালোবাসা,0,1,0,0
মিন্নির ফাসি চাই অার কত ছেলেদের জীবন নষ করবা,মিন্নির ফাসি চাই অার কত মেয়েদের জীবন নষ করবা,0,1,0,0
ভাই বেশিক্ষন রাখতে পারে না মিনিটের মত পারছে। হারবালে সমাধান,ভাবী বেশিক্ষন রাখতে পারে না মিনিটের মত পারছে ।  হারবালে সমাধান,0,1,0,0
এখন কান্না করো কেনো ভাই যখন মেয়েটা কে পুরিয়ে মারছো তখন মেয়ের কান্না দেখে তোমাদের কান্না আসে নাই এখন কান্না করো কেনো,এখন কান্না করো কেনো আফা যখন ছেলেটাকে কে পুরিয়ে মারছো তখন ছেলেরর কান্না দেখে তোমাদের কান্না আসে নাই এখন কান্না করো কেনো,0,1,0,0
রিফাত এর কলার ধরে দুইজন ধরে নিয়ে যাচ্ছে । আর জামাই পিছনে সাভাবিক ভাবে হেটে যাচ্ছে । ও তো বাসায় ফোন দিয়ে কাওকে আসতে বলতে পারতো । কিছু একটা কারন আছে,রিফাত এর কলার ধরে দুইজন ধরে নিয়ে যাচ্ছে।আর বউ পিছনে সাভাবিক ভাবে হেটে যাচ্ছে।ও তো বাসায় ফোন দিয়ে কাওকে আসতে বলতে পারতো।কিছু একটা কারন আছে,0,1,0,0
পোলা গুলা মিন্নির স্বামীকে ধরে নিয়ে যাচ্ছে আর ও আস্তে আস্তে হাটছে প্রথমে স্বামীকে বাঁচানোর কোনো চেষ্টা ছিলো না,মাইয়া গুলা  নাহার স্ত্রীকে ধরে নিয়ে যাচ্ছে আর ও আস্তে আস্তে হাটছে প্রথমে স্ত্রীকে বাঁচানোর কোনো চেষ্টা ছিলো না,0,1,0,0
মহিলাকে দেখে বোঝাই যায় দুই তিন বাচ্চার মা হবে আরেক জনের স্ত্রী এখন কথা হচ্ছে এটা গোপনে ভিডিও করেছে বলে আমরা দেখতে পাইছি এরকম হাজারো চাকরিজীবী মহিলা আছে যারা চাকরির ভয়ে কেউবা প্রমশনের লোভে এভাবে ফাও খাওয়াচ্ছে,লোককে দেখে বোঝাই যায় দুই তিন বাচ্চার বাবা হবে আরেক জনের স্বামী এখন কথা হচ্ছে এটা গোপনে ভিডিও করেছে বলে আমরা দেখতে পাইছি এরকম হাজারো চাকরিজীবী পুরুষ আছে যারা চাকরির ভয়ে কেউবা প্রমশনের লোভে এভাবে ফাও খাওয়াচ্ছে,0,1,1,0
এখানে ঘটনা আপোষে ঘটেছে । এর থেকে আরো জঘন্য অপরাধ এদেশে সংগঠিত হচ্ছে।। ডিসি সাহেব তৃষ্ণার্থ মরুভূমিতে সেচ দিয়েছেন।এতে মেয়েটার উপকার হয়েছে।,এখানে ঘটনা আপোষে ঘটেছে  ।  এর থেকে আরো জঘন্য অপরাধ এদেশে সংগঠিত হচ্ছে ।  ।  ডিসি মেম তৃষ্ণার্থ মরুভূমিতে সেচ দিয়েছেন । এতে ছেলেটার উপকার হয়েছে ।,0,1,0,0
নারীদেরকে চাকরি দেওয়ার জন্য পাগল হয়ে যায় কেন তারা।।।,পুরুষদেরকে চাকরি দেওয়ার জন্য পাগলিনী হয়ে যায় কেন তারা ।  ।  ।,0,1,0,0
ভাই ভিডিও টা এতো বড় না করে আসল জিনিস টা দিলেই তো পারতেন আর আঁসল অপরাধীদের ফাঁসি চাই!🇧🇩🇧🇩🇧🇩,বোন ভিডিও টা এতো বড় না করে আসল জিনিস টা দিলেই তো পারতেন আর আঁসল অপরাধীদের ফাঁসি চাই!🇧🇩🇧🇩🇧🇩,0,1,0,0
ভাই ভিডিও টা এতো বড় না করে আসল জিনিস টা দিলেই তো পারতেন আর আঁসল অপরাধীদের ফাঁসি চাই!🇧🇩🇧🇩🇧🇩,ভাবী ভিডিও টা এতো বড় না করে আসল জিনিস টা দিলেই তো পারতেন আর আঁসল অপরাধীদের ফাঁসি চাই!🇧🇩🇧🇩🇧🇩,0,1,0,0
আগেই এই মাইগ্যা টা কে ফাঁসি দেওয়া উচিত কারণ তাঁর করনে রিফাত এ মিতু হয়ে ছে রিফাত জখন তার হাত দরেছে তখন জলদি চলে যেতো তাহলেই রিফাত এ মিতু হইতে না,আগেই এই মাগি টা কে ফাঁসি দেওয়া উচিত কারণ তাঁর করনে রিফাত এ মিতু হয়ে ছে রিফাত জখন তার হাত দরেছে তখন জলদি চলে যেতো তাহলেই রিফাত এ মিতু হইতে না,0,1,1,1
বরগুনার পুরুষ হিজটা ছেলে টাকে মারলো সবাই দেখলো কেউ এগিয়ে গেল না,বরগুনার মহিলা হিজটা মেয়ে টাকে মারলো সবাই দেখলো কেউ এগিয়ে গেল না,0,1,1,1
নারীর সাধিনতা চায় ডিসির মতো শিয়াল গুলো রোমাঞ্চ করার জন্য এই রকম মহিলা দের অনেক ধরকার আর এই জন্য ছেলেদের কে চাকরি দেয় না এদের কে চাকরি দেয়,পুরুষের সাধিনতা চায় ডিসির মতো শিয়াল গুলো রোমাঞ্চ করার জন্য এই রকম পুরুষ দের অনেক ধরকার আর এই জন্য মেয়েদের কে চাকরি দেয় না এদের কে চাকরি দেয়,0,1,0,0
এরাই আবার নর অধিকারের পক্ষে সোচ্চার 😂😂,এরাই আবার নারী অধিকারের পক্ষে সোচ্চার 😂😂,0,1,0,0
এটা ফরিদপুরে ঘটনা ৷ এই সালা ইউটিঊবাররে সবাই জূতা মারেন ৷ ভুয়া নিঊজ দেয় ওই ৷,এটা ফরিদপুরে ঘটনা ৷ এই সালী ইউটিঊবাররে সবাই জূতা মারেন ৷ ভুয়া নিঊজ দেয় ওই ৷,0,1,1,1
ভাই আপনে ধন্যবাদ,আফা আপনে ধন্যবাদ,0,1,0,0
এই হত্যাকান্ডে আমার সবচেয়ে অভাক লাগছে ।  ছেলে হয়ে কিভাবে অন্য ছেলেকে মারার জন্য সাথায্য সহযোগিতা করে ।,এই হত্যাকান্ডে আমার সবচেয়ে অভাক লাগছে। মেয়ে হয়ে কিভাবে অন্য মেয়েকে মারার জন্য সাথায্য সহযোগিতা করে।,0,1,0,0
ছেলেটা অভিনেতা,মেয়েটা অভিনেত্রী,0,1,0,0
ঐ ছেলে কেও সবার সামনে আনা হউক  ।,ঐ মেয়ে কেও সবার সামনে আনা হউক ।,0,1,0,0
ভাই দ্রুত কথা বলা শিখুন,বোন দ্রুত কথা বলা শিখুন,0,1,0,0
ফালতু ভাই,ফালতু বোন,0,1,0,0
স্বামী এর সাথে জরিত সন্ধেহ জনাক,স্ত্রী এর সাথে জরিত সন্ধেহ জনাক,0,1,0,0
এতের কথা রাইট এই ছেলে এতে জরিত,এতের কথা রাইট এই মেয়ে এতে জরিত,0,1,0,0
মা বোনদের কথা বলে বলে মেয়েদেরকে আর পশ্রয় দেওয়া চলবে না হাতের আঙ্গুল পাঁচটা এক সমান হয় না বর্তমানে মেয়েরা আটা ময়দা মেখে একসাথে দশটা করে ছেলে পটায় এদের উচিৎ বিচার হওয়া দরকার,বাপ ভাইদের কথা বলে বলে ছেলেদেরকে আর পশ্রয় দেওয়া চলবে না হাতের আঙ্গুল পাঁচটা এক সমান হয় না বর্তমানে ছেলেরা আটা  মেখে একসাথে দশটা করে মেয়ে পটায় এদের উচিৎ বিচার হওয়া দরকার,0,1,0,0
পুরুষ টা কে সবার সামনে উপস্থাপন করা হোক জাতি উনাকে ভাল ভাবে দেখতে চাই কারন কিছু বাকি ছিল দেখার ।,মহিলা টা কে সবার সামনে উপস্থাপন করা হোক জাতি উনাকে ভাল ভাবে দেখতে চাই কারন কিছু বাকি ছিল দেখার।,0,1,0,0
ভাই এই ফুটেজ দেখে কি মন হয়না। মিন্নি নামের খানকিটা আসল আসামি,আফা এই ফুটেজ দেখে কি মন হয়না ।  মিন্নি নামের খানকিটা আসল আসামি,0,1,0,0
তোমার মা মারা যাবে যদি এইটা এরিয়ে জাও লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুল্লুলাহ এইটা জনকে দাও।কিছু করার নাই আমাকেও জন এ দিছে পরিস্থিতির শিকার। কারন আমি আমার মাকে অনেক ভালোবাসি,তোমার বাবা মারা যাবে যদি এইটা এরিয়ে জাও লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুল্লুলাহ এইটা জনকে দাও । কিছু করার নাই আমাকেও জন এ দিছে পরিস্থিতির শিকার ।  কারন আমি আমার মাকে অনেক ভালোবাসি,0,1,0,0
আমার ভাবতেও গিনা লাগে যে এই আমাদের বাংলাদেশ এতো গুলো মানুষের সামনে কিভাবে একটি ছেলেকে এবাবে কুপিয়ে হত্যা করে,আমার ভাবতেও গিনা লাগে যে এই আমাদের বাংলাদেশ এতো গুলো মানুষের সামনে কিভাবে একটি মেয়েকে এবাবে কুপিয়ে হত্যা করে,0,1,0,0
ভাই সেকেন্ড পাইয়া গেছি,আফা সেকেন্ড পাইয়া গেছি,0,1,0,0
ভাই সেকেন্ড পাইয়া গেছি,বোন সেকেন্ড পাইয়া গেছি,0,1,0,0
স্বামীকে ধরে নিয়ে যাচ্ছে। মিন্নি তো বাধা দিল না। সেও অন্য দের সাথে সাথে হাটছে। তাও আবার হেলতে দুলতে।,স্ত্রীকে ধরে নিয়ে যাচ্ছে ।  মিন্নি তো বাধা দিল না ।  সেও অন্য দের সাথে সাথে হাটছে ।  তাও আবার হেলতে দুলতে ।,0,1,0,0
কিরে ভাই ডিসি তরে কত টাকা দিলো তুই ডিসির হয়ে চামচামি করতাসছ কেনো,কিরে বোন ডিসি তরে কত টাকা দিলো তুই ডিসির হয়ে চামচামি করতাসছ কেনো,0,1,0,0
শুধু এই ডিসি কেনো আওয়ামীলীগ এর সমস্ত উপরের নেতা মন্ত্রীরাই এমন কর্মকান্ড করে বেড়ায়।জাস্ট সেগুলো কোন ক্যামেরায় বন্দী হয়নি এখনো।😁😁😁😁,শুধু এই ডিসি কেনো আওয়ামীলীগ এর সমস্ত উপরের নেত্রী মন্ত্রীরাই এমন কর্মকান্ড করে বেড়ায় । জাস্ট সেগুলো কোন ক্যামেরায় বন্দী হয়নি এখনো । 😁😁😁😁,0,1,0,0
আমরা যতই পরিষ্কার ভিডিও দিয়ে প্রমান বের করে পুলিশের হাতে ধরিয়ে দেই না কেন এসব দিয়েও বাংলাদেশের আইনি ব্যবস্থা এতোটাই ঠুনকো যে পুলিশ কখনো কোনো মামলায় আসল অপরাধীদের শাস্তি দিতে পারেনি পারবেওনা,আমরা যতই পরিষ্কার ভিডিও দিয়ে প্রমান বের করে মহিলা পুলিশের হাতে ধরিয়ে দেই না কেন এসব দিয়েও বাংলাদেশের আইনি ব্যবস্থা এতোটাই ঠুনকো যে মহিলা পুলিশ কখনো কোনো মামলায় আসল অপরাধীদের শাস্তি দিতে পারেনি পারবেওনা,0,1,0,0
মজা তুমিও পাইছো স্যার ও পাইছে😂😂,মজা তুমিও পাইছো ম্যাডাম ও পাইছে😂😂,0,1,0,0
আমি পরে কমেন্ট করবো। আমি এখন হাসপাতালে 😪😫 আমার গ্রামের চাচাতো ভাই জিবি মেমোরি গিলে ফেলেছিলো😮এখন সে সব গান গাইতেছে☺আমরা সবাই প্রার্থনা করি যাতে সে ভিডিও ফোল্ডারে না প্রবেশ করে😑🙄,আমি পরে কমেন্ট করবো ।  আমি এখন হাসপাতালে 😪😫 আমার গ্রামের চাচাতো বোন জিবি মেমোরি গিলে ফেলেছিলো😮এখন সে সব গান গাইতেছে☺আমরা সবাই প্রার্থনা করি যাতে সে ভিডিও ফোল্ডারে না প্রবেশ করে😑🙄,0,1,0,0
আললাহ আল্লাহ তুমি কই তুমি কি দেখ ওর বাবার কান্না তুমি আর কত জুলুম করতে দিবে তোমার কাছে বিচার নাই আললাহ,আললাহ আল্লাহ তুমি কই তুমি কি দেখ ওর মায়ের কান্না তুমি আর কত জুলুম করতে দিবে তোমার কাছে বিচার নাই আললাহ,0,1,0,0
সাংবাদিক রাও পাগল।। গরু কে জিজ্ঞেস করে গরু হাল চাষ।।উপরে মহলে যায়তে হবে,মহিলা সাংবাদিক রাও পাগল ।  ।  গাভী কে জিজ্ঞেস করে গরু হাল চাষ ।  । উপরে মহলে যায়তে হবে,0,1,1,1
এরকম কান্না তো  আব্দুল্লাহ বাপ ও করেছিল এবার বুঝ কেমন লাগে  সন্ত ান হারানোর কতটা কষ্ট,এরকম কান্না তো নুসরাতের মা ও করেছিল এবার বুঝ কেমন লাগে সন্তান হারানোর কতটা কষ্ট,0,1,0,0
যারা নুসরাত কে তনু কে এবং রিফাত কে নির্মম ভাবে হত্যা করেছে তাদের কে জনগন এর সামনে কুকুর এর মত গুলি করে মারতে হবে,যারা নুসরাত কে তনু কে এবং রিফাত কে নির্মম ভাবে হত্যা করেছে তাদের কে জনগন এর সামনে কুকুরী এর মত গুলি করে মারতে হবে,0,1,0,0
সালামু আলাইকুম ভাই আপনাদের ভিডিওটা কিছু অংশ ভুল হয়ে গেছে,সালামু আলাইকুম আফা আপনাদের ভিডিওটা কিছু অংশ ভুল হয়ে গেছে,0,1,0,0
ভাই খুব ভাল কথা বলেছেন,বোন খুব ভাল কথা বলেছেন,0,1,0,0
পরকীয়া পেম করলে ভাল ভাল ছেলেদের এমন হয় আমি মনে রিফাতে বউয়েও দুষ বেশি,পরকীয়া পেম করলে ভাল ভাল মেয়েদের এমন হয় আমি মনে রিফাতে জামাইয়েও দুষ বেশি,0,1,0,0
কেনে এই ছেলেকে মেরে পেলেচি কি অপরাদ করেচিল,কেনে এই মেয়েকে মেরে পেলেচি কি অপরাদ করেচিল,0,1,0,0
এই মেয়ের কারনে আজ এই ছেলের অবস্তা এই মেয়ে ও জড়িত আছে ৷ আমার মনে হয়,এই ছেলের কারনে আজ এই মেয়ের অবস্তা এই ছেলে ও জড়িত আছে ৷ আমার মনে হয়,0,1,0,0
ভাই ধরা পরলে চোর আর না ধরা পরলে সাধু তাই সবাই নিজের দিকটা চিন্তা করেন,বোন ধরা পরলে চোর আর না ধরা পরলে সাধু তাই সবাই নিজের দিকটা চিন্তা করেন,0,1,0,0
ভাই ধরা পরলে চোর আর না ধরা পরলে সাধু তাই সবাই নিজের দিকটা চিন্তা করেন,ভাবী ধরা পরলে চোর আর না ধরা পরলে সাধু তাই সবাই নিজের দিকটা চিন্তা করেন,0,1,0,0
ঠিক কতা ভাই ইউটিউবে কিছু পুলা পাইনকে পেদানি দেওয়া উচিত।,ঠিক কতা বোন ইউটিউবে কিছু পুলা পাইনকে পেদানি দেওয়া উচিত ।,0,1,0,0
ঠিক কতা ভাই ইউটিউবে কিছু পুলা পাইনকে পেদানি দেওয়া উচিত।,ঠিক কতা ভাবী ইউটিউবে কিছু পুলা পাইনকে পেদানি দেওয়া উচিত ।,0,1,0,0
ভাইয়া প্লিজ আমার টা করো প্লিজ প্লিজ 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,আপু প্লিজ আমার টা করো প্লিজ প্লিজ 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,1,0,0
ভাইয়া আসসালামুয়ালাইকুম । একটু সাবধান থাকেন । দিন জামানা ভাল না কিন্তু ।,আপু আসসালামুয়ালাইকুম  ।  একটু সাবধান থাকেন  ।  দিন জামানা ভাল না কিন্তু  ।,0,1,0,0
পির বেসির ভাগই টাকা ও লুচ্চামি করার পাগল,পির বেসির ভাগই টাকা ও লুচ্চামি করার পাগলিনী,0,1,1,1
পির বেসির ভাগই টাকা ও লুচ্চামি করার পাগল,পির বেসির ভাগই টাকা ও লুচ্চামি করার পাগলী,0,1,1,1
তাহেরী টাটকা শয়তানি,তাহেরী টাটকা শয়তান,0,1,1,1
অনেকদিন পরে আপনার পোষ্টে কমেন্ট করছি। একটা কাজের কাজ করছেন ভাই। এই লোক যে কত খারাপ সেটা আমরা জানি। আগে একটা কন্ট্রোভার্সিয়াল বিষযে না জেনে কথা বলার জন্য আপনাকে আনসাবসক্রাইব করে দিছিলাম তবে আজকের ভিডিওর পরে আবার সাবসক্রাইব করতেছি।,অনেকদিন পরে আপনার পোষ্টে কমেন্ট করছি ।  একটা কাজের কাজ করছেন আফা ।  এই মহিলা যে কত খারাপ সেটা আমরা জানি ।  আগে একটা কন্ট্রোভার্সিয়াল বিষযে না জেনে কথা বলার জন্য আপনাকে আনসাবসক্রাইব করে দিছিলাম তবে আজকের ভিডিওর পরে আবার সাবসক্রাইব করতেছি ।,0,1,0,0
আসসালামু আলাইকুম তাহসিন ভাই আল্লাহর আকার বলাটা ভুল হবে কিন্তু নিঃসন্দেহে আল্লাহর সুরাত আছে। কারণ ওইটাকেই বলে আসমা আস সিফাত। অর্থাৎ আল্লাহর হাত পা চেহারা সব কিছুই আছে। তবে তা আল্লাহর শান মোতাবেক। এইটার উপর ঈমান না আনলে আমরা কাফেরে রুপান্তরিত হয়ে যাবো। প্রমাণ চাইলে প্রমাণ ও দিতে পারবো সয়ং কুরআন থেকেই ইন শাহ্ আল্লাহ। আল্লাহ আমাদের সকলকেই বুঝার তৌফিক দিন।,আসসালামু আলাইকুম  কালীতারা  আফা আল্লাহর আকার বলাটা ভুল হবে কিন্তু নিঃসন্দেহে আল্লাহর সুরাত আছে ।  কারণ ওইটাকেই বলে আসমা আস সিফাত ।  অর্থাৎ আল্লাহর হাত পা চেহারা সব কিছুই আছে ।  তবে তা আল্লাহর শান মোতাবেক ।  এইটার উপর ঈমান না আনলে আমরা কাফেরে রুপান্তরিত হয়ে যাবো ।  প্রমাণ চাইলে প্রমাণ ও দিতে পারবো সয়ং কুরআন থেকেই ইন শাহ্ আল্লাহ ।  আল্লাহ আমাদের সকলকেই বুঝার তৌফিক দিন ।,0,1,0,0
আসসালামু আলাইকুম তাহসিন ভাই আল্লাহর আকার বলাটা ভুল হবে কিন্তু নিঃসন্দেহে আল্লাহর সুরাত আছে। কারণ ওইটাকেই বলে আসমা আস সিফাত। অর্থাৎ আল্লাহর হাত পা চেহারা সব কিছুই আছে। তবে তা আল্লাহর শান মোতাবেক। এইটার উপর ঈমান না আনলে আমরা কাফেরে রুপান্তরিত হয়ে যাবো। প্রমাণ চাইলে প্রমাণ ও দিতে পারবো সয়ং কুরআন থেকেই ইন শাহ্ আল্লাহ। আল্লাহ আমাদের সকলকেই বুঝার তৌফিক দিন।,আসসালামু আলাইকুম  গুলশান  বোন আল্লাহর আকার বলাটা ভুল হবে কিন্তু নিঃসন্দেহে আল্লাহর সুরাত আছে ।  কারণ ওইটাকেই বলে আসমা আস সিফাত ।  অর্থাৎ আল্লাহর হাত পা চেহারা সব কিছুই আছে ।  তবে তা আল্লাহর শান মোতাবেক ।  এইটার উপর ঈমান না আনলে আমরা কাফেরে রুপান্তরিত হয়ে যাবো ।  প্রমাণ চাইলে প্রমাণ ও দিতে পারবো সয়ং কুরআন থেকেই ইন শাহ্ আল্লাহ ।  আল্লাহ আমাদের সকলকেই বুঝার তৌফিক দিন ।,0,1,0,0
তিন কুত্তার জন্য একটা বাঘ,তিন কুত্তার জন্য একটা বাঘিনী,0,1,1,1
ওয়াও ভাই আপনারা ভিডিওটা খুব সুন্দর করে সাজিয়েছেন তাই আপনাকে ভিডিওটার সাজানোর জন্য,ওয়াও বোন আপনারা ভিডিওটা খুব সুন্দর করে সাজিয়েছেন তাই আপনাকে ভিডিওটার সাজানোর জন্য,0,1,0,0
চার কুকুর,চার কুকুরী,0,1,1,1
ভাই অনেক দিন পরে ভালো বিনোদন পেলাম তাহেরি কাজ থেকে,আফা অনেক দিন পরে ভালো বিনোদন পেলাম তাহেরি কাজ থেকে,0,1,0,0
ভাই অনেক দিন পরে ভালো বিনোদন পেলাম তাহেরি কাজ থেকে,ভাবী অনেক দিন পরে ভালো বিনোদন পেলাম তাহেরি কাজ থেকে,0,1,0,0
হুজুর হক কথা চালিয়ে জান আপনার সাহসি বক্তার দোকার হুজুর আপনি এগিয়ে আমরা আছি আপনার সাথে,হুজুরাইন হক কথা চালিয়ে জান আপনার সাহসি বক্তার দোকার হুজুরাইন আপনি এগিয়ে আমরা আছি আপনার সাথে,0,1,0,0
ইমান চুরের দল সরব এক সাতে আবুজাহে ছেলেরা সাদারন মানুসে ইমান চুরি করছ তরা,ইমান চুরের দল সরব এক সাতে আবুজাহে মেয়েরা সাদারন মানুসে ইমান চুরি করছ তরা,0,1,1,1
ধন্যবাদ ভাই এই কুকুরের বাচ্চাকে নিয়ে রোস্ট করার জন্য। লাভ ইউ।,ধন্যবাদ আফা এই কুকুরের বাচ্চাকে নিয়ে রোস্ট করার জন্য ।  লাভ ইউ ।,0,1,0,0
ভাই আমি দেওনবাগির দরগায় হামলা করবো আমার সাথে এক মত থাকলে লাইক দিন,বোন আমি দেওনবাগির দরগায় হামলা করবো আমার সাথে এক মত থাকলে লাইক দিন,0,1,0,0
ভাই মুসলমানের আবার আগের জনমে মানে কি,বোন মুসলমানের আবার আগের জনমে মানে কি,0,1,0,0
মিজানুর রহমান আজহারী বাই খুব সুন্দর ওয়াজ করে সালা তাহিরি বন্ড,মিজানুর রহমান আজহারী বাই খুব সুন্দর ওয়াজ করে সালীনূর জাহান  বন্ড,0,1,1,1
মিজানুর রহমান আজহারী বাই খুব সুন্দর ওয়াজ করে সালা তাহিরি বন্ড,মিজানুর রহমান আজহারী বাই খুব সুন্দর ওয়াজ করে সালী কালীতারা  বন্ড,0,1,1,1
বর নাস্তিক,কনে নাস্তিক,0,1,0,0
সুলতানা কামাল সত্যিই নাস্তিক।,সরস্বতী  সত্যিই নাস্তিক ।,0,1,0,0
ভাই ওরাতো মনে হয় গাজা বেশি খেয়েছি।,বোন ওরাতো মনে হয় গাজা বেশি খেয়েছি ।,0,1,0,0
ভাই ওরাতো মনে হয় গাজা বেশি খেয়েছি।,ভাবী ওরাতো মনে হয় গাজা বেশি খেয়েছি ।,0,1,0,0
